Factor,,X,GOterm,over_represented_pvalue,under_represented_pvalue,numDEInCat,numInCat,term,ontology,bh_adjust,ParentTerm
Biomin,274,405,GO:1901655,1,0.95409834,0,1,cellular response to ketone,BP,1,response to reactive oxygen species
Biomin,278,409,GO:1901701,1,0.95409834,0,1,cellular response to oxygen-containing compound,BP,1,response to reactive oxygen species
Biomin,438,604,GO:1901700,1,0.904434578,0,2,response to oxygen-containing compound,BP,1,response to reactive oxygen species
Biomin,156,219,GO:0009259,1,0.95409834,0,1,ribonucleotide metabolic process,BP,1,ribose phosphate metabolic process
Biomin,172,242,GO:0019693,1,0.95409834,0,1,ribose phosphate metabolic process,BP,1,ribose phosphate metabolic process
Biomin,433,599,GO:0006793,1,0.904434578,0,2,phosphorus metabolic process,BP,1,ribose phosphate metabolic process
Biomin,434,600,GO:0006796,1,0.904434578,0,2,phosphate-containing compound metabolic process,BP,1,ribose phosphate metabolic process
Biomin,436,602,GO:0019637,1,0.904434578,0,2,organophosphate metabolic process,BP,1,ribose phosphate metabolic process
Biomin,289,432,GO:0007423,1,0.784362224,0,5,sensory organ development,BP,1,sensory organ development
Biomin,428,594,GO:0001654,1,0.820952711,0,4,eye development,BP,1,sensory organ development
Biomin,430,596,GO:0090596,1,0.820952711,0,4,sensory organ morphogenesis,BP,1,sensory organ development
Biomin,496,676,GO:0072359,1,0.811739648,0,6,circulatory system development,BP,1,sensory organ development
Biomin,498,678,GO:0048608,1,0.899556868,0,2,reproductive structure development,BP,1,sensory organ development
Biomin,499,679,GO:0061458,1,0.899556868,0,2,reproductive system development,BP,1,sensory organ development
Biomin,507,692,GO:0048593,1,0.951165903,0,1,camera-type eye morphogenesis,BP,1,sensory organ development
Biomin,514,705,GO:0003007,1,0.950589347,0,2,heart morphogenesis,BP,1,sensory organ development
Biomin,517,715,GO:0048569,1,0.950589347,0,2,post-embryonic animal organ development,BP,1,sensory organ development
Biomin,533,732,GO:0048592,1,0.860458635,0,3,eye morphogenesis,BP,1,sensory organ development
Biomin,555,755,GO:0048513,1,0.626509095,0,11,animal organ development,BP,1,sensory organ development
Biomin,556,756,GO:0048731,1,0.578036545,0,13,system development,BP,1,sensory organ development
Biomin,573,776,GO:0009887,1,0.770947223,0,6,animal organ morphogenesis,BP,1,sensory organ development
Biomin,580,783,GO:0048732,1,0.910686025,0,2,gland development,BP,1,sensory organ development
Biomin,585,792,GO:0007419,1,0.989625492,0,1,ventral cord development,BP,1,sensory organ development
Biomin,648,872,GO:0048562,1,0.944199277,0,2,embryonic organ morphogenesis,BP,1,sensory organ development
Biomin,649,873,GO:0048568,1,0.944199277,0,2,embryonic organ development,BP,1,sensory organ development
Biomin,656,886,GO:0043010,1,0.907502332,0,2,camera-type eye development,BP,1,sensory organ development
Biomin,660,895,GO:0007417,1,0.852646717,0,4,central nervous system development,BP,1,sensory organ development
Biomin,675,910,GO:0048565,1,0.886287555,0,3,digestive tract development,BP,1,sensory organ development
Biomin,676,911,GO:0055123,1,0.886287555,0,3,digestive system development,BP,1,sensory organ development
Biomin,698,998,GO:2000027,1,0.960555294,0,1,regulation of animal organ morphogenesis,BP,1,sensory organ development
Biomin,703,1004,GO:0007507,1,0.899342759,0,4,heart development,BP,1,sensory organ development
Biomin,750,1056,GO:0007399,1,0.771320878,0,6,nervous system development,BP,1,sensory organ development
Biomin,751,1057,GO:0022008,1,0.771320878,0,6,neurogenesis,BP,1,sensory organ development
Biomin,752,1058,GO:0030182,1,0.771320878,0,6,neuron differentiation,BP,1,sensory organ development
Biomin,753,1059,GO:0048699,1,0.771320878,0,6,generation of neurons,BP,1,sensory organ development
Biomin,313,457,GO:0007276,1,0.880329061,0,3,gamete generation,BP,1,sexual reproduction
Biomin,314,458,GO:0007283,1,0.880329061,0,3,spermatogenesis,BP,1,sexual reproduction
Biomin,315,459,GO:0019953,1,0.880329061,0,3,sexual reproduction,BP,1,sexual reproduction
Biomin,317,461,GO:0044703,1,0.880329061,0,3,multi-organism reproductive process,BP,1,sexual reproduction
Biomin,318,462,GO:0048232,1,0.880329061,0,3,male gamete generation,BP,1,sexual reproduction
Biomin,535,734,GO:0051704,1,0.853000904,0,4,multi-organism process,BP,1,sexual reproduction
Biomin,43,51,GO:0006790,1,0.947950792,0,1,sulfur compound metabolic process,BP,1,sulfur compound metabolic process
Biomin,10,10,GO:0034330,1,0.947044771,0,2,cell junction organization,BP,1,synapse organization
Biomin,11,11,GO:0045216,1,0.947044771,0,2,cell-cell junction organization,BP,1,synapse organization
Biomin,83,100,GO:0050808,1,0.944762259,0,2,synapse organization,BP,1,synapse organization
Biomin,413,579,GO:0007043,1,0.956973618,0,1,cell-cell junction assembly,BP,1,synapse organization
Biomin,414,580,GO:0008582,1,0.956973618,0,1,regulation of synaptic growth at neuromuscular junction,BP,1,synapse organization
Biomin,416,582,GO:0034329,1,0.956973618,0,1,cell junction assembly,BP,1,synapse organization
Biomin,418,584,GO:0043297,1,0.956973618,0,1,apical junction assembly,BP,1,synapse organization
Biomin,421,587,GO:0070830,1,0.956973618,0,1,bicellular tight junction assembly,BP,1,synapse organization
Biomin,424,590,GO:1904396,1,0.956973618,0,1,regulation of neuromuscular junction development,BP,1,synapse organization
Biomin,720,1022,GO:0007528,1,0.990215516,0,1,neuromuscular junction development,BP,1,synapse organization
Biomin,518,717,GO:0060562,1,0.950589347,0,2,epithelial tube morphogenesis,BP,1,tube development
Biomin,570,773,GO:0035239,1,0.902060923,0,3,tube morphogenesis,BP,1,tube development
Biomin,591,804,GO:0035148,1,0.989625492,0,1,tube formation,BP,1,tube development
Biomin,594,810,GO:0072175,1,0.989625492,0,1,epithelial tube formation,BP,1,tube development
Biomin,634,852,GO:0035295,1,0.794429916,0,6,tube development,BP,1,tube development
Biomin,150,210,GO:0006897,1,0.95409834,0,1,endocytosis,BP,1,vesicle-mediated transport
Biomin,170,240,GO:0016192,1,0.95409834,0,1,vesicle-mediated transport,BP,1,vesicle-mediated transport
Biomin,213,315,GO:0046903,1,0.95409834,0,1,secretion,BP,1,vesicle-mediated transport
Biomin,264,387,GO:0098657,1,0.95409834,0,1,import into cell,BP,1,vesicle-mediated transport
Biomin,561,761,GO:0051179,1,0.599141026,0,11,localization,BP,1,vesicle-mediated transport
Biomin,603,820,GO:0006810,1,0.729035929,0,7,transport,BP,1,vesicle-mediated transport
Biomin,631,849,GO:0071702,1,0.800562037,0,5,organic substance transport,BP,1,vesicle-mediated transport
Biomin,702,1003,GO:0051234,1,0.686581564,0,8,establishment of localization,BP,1,vesicle-mediated transport
