"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"4234","GO:0090502",0.0333954744332301,1,1,1,"RNA phosphodiester bond hydrolysis, endonucleolytic","BP",0.0427193933899531
"543","GO:0005838",0.0335706387764638,1,1,1,"proteasome regulatory particle","CC",0.0427314227330744
"1046","GO:0008540",0.0335706387764638,1,1,1,"proteasome regulatory particle, base subcomplex","CC",0.0427314227330744
"1591","GO:0017025",0.0335706387764638,1,1,1,"TBP-class protein binding","MF",0.0427314227330744
"1768","GO:0022624",0.0335706387764638,1,1,1,"proteasome accessory complex","CC",0.0427314227330744
"1877","GO:0030433",0.0335706387764638,1,1,1,"ubiquitin-dependent ERAD pathway","BP",0.0427314227330744
"2058","GO:0031595",0.0335706387764638,1,1,1,"nuclear proteasome complex","CC",0.0427314227330744
"2059","GO:0031597",0.0335706387764638,1,1,1,"cytosolic proteasome complex","CC",0.0427314227330744
"2526","GO:0036402",0.0335706387764638,1,1,1,"proteasome-activating activity","MF",0.0427314227330744
"2534","GO:0036503",0.0335706387764638,1,1,1,"ERAD pathway","BP",0.0427314227330744
"2731","GO:0043197",0.0335706387764638,1,1,1,"dendritic spine","CC",0.0427314227330744
"2875","GO:0044309",0.0335706387764638,1,1,1,"neuron spine","CC",0.0427314227330744
"3053","GO:0045898",0.0335706387764638,1,1,1,"regulation of RNA polymerase II transcription preinitiation complex assembly","BP",0.0427314227330744
"3054","GO:0045899",0.0335706387764638,1,1,1,"positive regulation of RNA polymerase II transcription preinitiation complex assembly","BP",0.0427314227330744
"3706","GO:0060260",0.0335706387764638,1,1,1,"regulation of transcription initiation from RNA polymerase II promoter","BP",0.0427314227330744
"3707","GO:0060261",0.0335706387764638,1,1,1,"positive regulation of transcription initiation from RNA polymerase II promoter","BP",0.0427314227330744
"4828","GO:2000142",0.0335706387764638,1,1,1,"regulation of DNA-templated transcription, initiation","BP",0.0427314227330744
"4829","GO:2000144",0.0335706387764638,1,1,1,"positive regulation of DNA-templated transcription, initiation","BP",0.0427314227330744
"304","GO:0002861",0.0336344726973716,1,1,1,"regulation of inflammatory response to antigenic stimulus","BP",0.0427314227330744
"305","GO:0002862",0.0336344726973716,1,1,1,"negative regulation of inflammatory response to antigenic stimulus","BP",0.0427314227330744
"544","GO:0005839",0.0336344726973716,1,1,1,"proteasome core complex","CC",0.0427314227330744
"1691","GO:0019774",0.0336344726973716,1,1,1,"proteasome core complex, beta-subunit complex","CC",0.0427314227330744
"3393","GO:0050777",0.0336344726973716,1,1,1,"negative regulation of immune response","BP",0.0427314227330744
"514","GO:0005765",0.0338006656295496,1,1,1,"lysosomal membrane","CC",0.0427314227330744
"515","GO:0005766",0.0338006656295496,1,1,1,"primary lysosome","CC",0.0427314227330744
"666","GO:0006486",0.0338006656295496,1,1,1,"protein glycosylation","BP",0.0427314227330744
"667","GO:0006487",0.0338006656295496,1,1,1,"protein N-linked glycosylation","BP",0.0427314227330744
"1011","GO:0008250",0.0338006656295496,1,1,1,"oligosaccharyltransferase complex","CC",0.0427314227330744
"1077","GO:0009101",0.0338006656295496,1,1,1,"glycoprotein biosynthetic process","BP",0.0427314227330744
"1618","GO:0018196",0.0338006656295496,1,1,1,"peptidyl-asparagine modification","BP",0.0427314227330744
"1626","GO:0018279",0.0338006656295496,1,1,1,"protein N-linked glycosylation via asparagine","BP",0.0427314227330744
"2476","GO:0035577",0.0338006656295496,1,1,1,"azurophil granule membrane","CC",0.0427314227330744
"2649","GO:0042582",0.0338006656295496,1,1,1,"azurophil granule","CC",0.0427314227330744
"2778","GO:0043413",0.0338006656295496,1,1,1,"macromolecule glycosylation","BP",0.0427314227330744
"3883","GO:0070085",0.0338006656295496,1,1,1,"glycosylation","BP",0.0427314227330744
"4355","GO:0098852",0.0338006656295496,1,1,1,"lytic vacuole membrane","CC",0.0427314227330744
"360","GO:0003401",0.0338489994219401,1,1,1,"axis elongation","BP",0.0427314227330744
"406","GO:0004402",0.0338489994219401,1,1,1,"histone acetyltransferase activity","MF",0.0427314227330744
"407","GO:0004468",0.0338489994219401,1,1,1,"lysine N-acetyltransferase activity, acting on acetyl phosphate as donor","MF",0.0427314227330744
"722","GO:0006749",0.0338489994219401,1,1,1,"glutathione metabolic process","BP",0.0427314227330744
"979","GO:0008080",0.0338489994219401,1,1,1,"N-acetyltransferase activity","MF",0.0427314227330744
"1242","GO:0010485",0.0338489994219401,1,1,1,"H4 histone acetyltransferase activity","MF",0.0427314227330744
"1493","GO:0016407",0.0338489994219401,1,1,1,"acetyltransferase activity","MF",0.0427314227330744
"1494","GO:0016410",0.0338489994219401,1,1,1,"N-acyltransferase activity","MF",0.0427314227330744
"1544","GO:0016747",0.0338489994219401,1,1,1,"acyltransferase activity, transferring groups other than amino-acyl groups","MF",0.0427314227330744
"1605","GO:0018003",0.0338489994219401,1,1,1,"peptidyl-lysine N6-acetylation","BP",0.0427314227330744
"2264","GO:0033116",0.0338489994219401,1,1,1,"endoplasmic reticulum-Golgi intermediate compartment membrane","CC",0.0427314227330744
"2327","GO:0034212",0.0338489994219401,1,1,1,"peptide N-acetyltransferase activity","MF",0.0427314227330744
"2839","GO:0043967",0.0338489994219401,1,1,1,"histone H4 acetylation","BP",0.0427314227330744
"3195","GO:0047198",0.0338489994219401,1,1,1,"cysteine-S-conjugate N-acetyltransferase activity","MF",0.0427314227330744
"3353","GO:0050435",0.0338489994219401,1,1,1,"amyloid-beta metabolic process","BP",0.0427314227330744
"3853","GO:0061733",0.0338489994219401,1,1,1,"peptide-lysine-N-acetyltransferase activity","MF",0.0427314227330744
"23","GO:0000149",0.0343679111134669,1,1,1,"SNARE binding","MF",0.0429774056661015
"141","GO:0001671",0.0343679111134669,1,1,1,"ATPase activator activity","MF",0.0429774056661015
"220","GO:0002090",0.0343679111134669,1,1,1,"regulation of receptor internalization","BP",0.0429774056661015
"469","GO:0005483",0.0343679111134669,1,1,1,"soluble NSF attachment protein activity","MF",0.0429774056661015
"761","GO:0006890",0.0343679111134669,1,1,1,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","BP",0.0429774056661015
"762","GO:0006891",0.0343679111134669,1,1,1,"intra-Golgi vesicle-mediated transport","BP",0.0429774056661015
"770","GO:0006906",0.0343679111134669,1,1,1,"vesicle fusion","BP",0.0429774056661015
"1304","GO:0010807",0.0343679111134669,1,1,1,"regulation of synaptic vesicle priming","BP",0.0429774056661015
"1464","GO:0016079",0.0343679111134669,1,1,1,"synaptic vesicle exocytosis","BP",0.0429774056661015
"1465","GO:0016082",0.0343679111134669,1,1,1,"synaptic vesicle priming","BP",0.0429774056661015
"1601","GO:0017156",0.0343679111134669,1,1,1,"calcium-ion regulated exocytosis","BP",0.0429774056661015
"1714","GO:0019905",0.0343679111134669,1,1,1,"syntaxin binding","MF",0.0429774056661015
"1993","GO:0031201",0.0343679111134669,1,1,1,"SNARE complex","CC",0.0429774056661015
"2062","GO:0031629",0.0343679111134669,1,1,1,"synaptic vesicle fusion to presynaptic active zone membrane","BP",0.0429774056661015
"2328","GO:0034214",0.0343679111134669,1,1,1,"protein hexamerization","BP",0.0429774056661015
"2438","GO:0035249",0.0343679111134669,1,1,1,"synaptic transmission, glutamatergic","BP",0.0429774056661015
"2471","GO:0035494",0.0343679111134669,1,1,1,"SNARE complex disassembly","BP",0.0429774056661015
"2529","GO:0036465",0.0343679111134669,1,1,1,"synaptic vesicle recycling","BP",0.0429774056661015
"2730","GO:0043195",0.0343679111134669,1,1,1,"terminal bouton","CC",0.0429774056661015
"2737","GO:0043209",0.0343679111134669,1,1,1,"myelin sheath","CC",0.0429774056661015
"2829","GO:0043679",0.0343679111134669,1,1,1,"axon terminus","CC",0.0429774056661015
"2874","GO:0044306",0.0343679111134669,1,1,1,"neuron projection terminus","CC",0.0429774056661015
"2947","GO:0045026",0.0343679111134669,1,1,1,"plasma membrane fusion","BP",0.0429774056661015
"2965","GO:0045176",0.0343679111134669,1,1,1,"apical protein localization","BP",0.0429774056661015
"3229","GO:0048259",0.0343679111134669,1,1,1,"regulation of receptor-mediated endocytosis","BP",0.0429774056661015
"3247","GO:0048488",0.0343679111134669,1,1,1,"synaptic vesicle endocytosis","BP",0.0429774056661015
"3248","GO:0048489",0.0343679111134669,1,1,1,"synaptic vesicle transport","BP",0.0429774056661015
"3260","GO:0048526",0.0343679111134669,1,1,1,"imaginal disc-derived wing expansion","BP",0.0429774056661015
"3757","GO:0060590",0.0343679111134669,1,1,1,"ATPase regulator activity","MF",0.0429774056661015
"3878","GO:0070044",0.0343679111134669,1,1,1,"synaptobrevin 2-SNAP-25-syntaxin-1a complex","CC",0.0429774056661015
"4287","GO:0097479",0.0343679111134669,1,1,1,"synaptic vesicle localization","BP",0.0429774056661015
"4288","GO:0097480",0.0343679111134669,1,1,1,"establishment of synaptic vesicle localization","BP",0.0429774056661015
"4344","GO:0098793",0.0343679111134669,1,1,1,"presynapse","CC",0.0429774056661015
"4366","GO:0099003",0.0343679111134669,1,1,1,"vesicle-mediated transport in synapse","BP",0.0429774056661015
"4377","GO:0099500",0.0343679111134669,1,1,1,"vesicle fusion to plasma membrane","BP",0.0429774056661015
"4379","GO:0099504",0.0343679111134669,1,1,1,"synaptic vesicle cycle","BP",0.0429774056661015
"4409","GO:0140029",0.0343679111134669,1,1,1,"exocytic process","BP",0.0429774056661015
"2351","GO:0034457",0.0346637452377576,1,1,1,"Mpp10 complex","CC",0.0433252669082212
"2581","GO:0042134",0.0346637452377576,1,1,1,"rRNA primary transcript binding","MF",0.0433252669082212
"185","GO:0001893",0.0353965825572481,1,1,1,"maternal placenta development","BP",0.0438628479151339
"400","GO:0004197",0.0353965825572481,1,1,1,"cysteine-type endopeptidase activity","MF",0.0438628479151339
"521","GO:0005775",0.0353965825572481,1,1,1,"vacuolar lumen","CC",0.0438628479151339
"1009","GO:0008234",0.0353965825572481,1,1,1,"cysteine-type peptidase activity","MF",0.0438628479151339
"1193","GO:0009897",0.0353965825572481,1,1,1,"external side of plasma membrane","CC",0.0438628479151339
"1851","GO:0030260",0.0353965825572481,1,1,1,NA,NA,0.0438628479151339
"1951","GO:0030984",0.0353965825572481,1,1,1,"kininogen binding","MF",0.0438628479151339
"2076","GO:0031904",0.0353965825572481,1,1,1,"endosome lumen","CC",0.0438628479151339
"2503","GO:0036019",0.0353965825572481,1,1,1,"endolysosome","CC",0.0438628479151339
"2504","GO:0036021",0.0353965825572481,1,1,1,"endolysosome lumen","CC",0.0438628479151339
"2734","GO:0043202",0.0353965825572481,1,1,1,"lysosomal lumen","CC",0.0438628479151339
"2889","GO:0044409",0.0353965825572481,1,1,1,"entry into host","BP",0.0438628479151339
"3152","GO:0046697",0.0353965825572481,1,1,1,"decidualization","BP",0.0438628479151339
"3156","GO:0046718",0.0353965825572481,1,1,1,"viral entry into host cell","BP",0.0438628479151339
"3616","GO:0051806",0.0353965825572481,1,1,1,NA,NA,0.0438628479151339
"3618","GO:0051828",0.0353965825572481,1,1,1,NA,NA,0.0438628479151339
"3940","GO:0070670",0.0353965825572481,1,1,1,"response to interleukin-4","BP",0.0438628479151339
"4250","GO:0097067",0.0353965825572481,1,1,1,"cellular response to thyroid hormone stimulus","BP",0.0438628479151339
"399","GO:0004190",0.0354062115703083,1,1,1,"aspartic-type endopeptidase activity","MF",0.0438628479151339
"2992","GO:0045476",0.0354062115703083,1,1,1,"nurse cell apoptotic process","BP",0.0438628479151339
"3874","GO:0070001",0.0354062115703083,1,1,1,"aspartic-type peptidase activity","MF",0.0438628479151339
"537","GO:0005811",0.0354740993433175,1,1,1,"lipid droplet","CC",0.0438628479151339
"1839","GO:0030176",0.0354740993433175,1,1,1,"integral component of endoplasmic reticulum membrane","CC",0.0438628479151339
"1996","GO:0031227",0.0354740993433175,1,1,1,"intrinsic component of endoplasmic reticulum membrane","CC",0.0438628479151339
"2184","GO:0032580",0.0354740993433175,1,1,1,"Golgi cisterna membrane","CC",0.0438628479151339
"2478","GO:0035584",0.0354740993433175,1,1,1,"calcium-mediated signaling using intracellular calcium source","BP",0.0438628479151339
"2606","GO:0042287",0.0354740993433175,1,1,1,"MHC protein binding","MF",0.0438628479151339
"2607","GO:0042288",0.0354740993433175,1,1,1,"MHC class I protein binding","MF",0.0438628479151339
"3955","GO:0070861",0.0354740993433175,1,1,1,"regulation of protein exit from endoplasmic reticulum","BP",0.0438628479151339
"3956","GO:0070863",0.0354740993433175,1,1,1,"positive regulation of protein exit from endoplasmic reticulum","BP",0.0438628479151339
"3971","GO:0070973",0.0354740993433175,1,1,1,"protein localization to endoplasmic reticulum exit site","BP",0.0438628479151339
"4073","GO:0071556",0.0354740993433175,1,1,1,"integral component of lumenal side of endoplasmic reticulum membrane","CC",0.0438628479151339
"4225","GO:0090316",0.0354740993433175,1,1,1,"positive regulation of intracellular protein transport","BP",0.0438628479151339
"4248","GO:0097038",0.0354740993433175,1,1,1,"perinuclear endoplasmic reticulum","CC",0.0438628479151339
"4318","GO:0098553",0.0354740993433175,1,1,1,"lumenal side of endoplasmic reticulum membrane","CC",0.0438628479151339
"4596","GO:1903069",0.0354740993433175,1,1,1,"regulation of ER-associated ubiquitin-dependent protein catabolic process","BP",0.0438628479151339
"4597","GO:1903071",0.0354740993433175,1,1,1,"positive regulation of ER-associated ubiquitin-dependent protein catabolic process","BP",0.0438628479151339
"4688","GO:1904152",0.0354740993433175,1,1,1,"regulation of retrograde protein transport, ER to cytosol","BP",0.0438628479151339
"4689","GO:1904154",0.0354740993433175,1,1,1,"positive regulation of retrograde protein transport, ER to cytosol","BP",0.0438628479151339
"4693","GO:1904292",0.0354740993433175,1,1,1,"regulation of ERAD pathway","BP",0.0438628479151339
"4694","GO:1904294",0.0354740993433175,1,1,1,"positive regulation of ERAD pathway","BP",0.0438628479151339
"4765","GO:1905898",0.0354740993433175,1,1,1,"positive regulation of response to endoplasmic reticulum stress","BP",0.0438628479151339
"432","GO:0004791",0.0354961012983487,1,1,1,"thioredoxin-disulfide reductase activity","MF",0.0438628479151339
"1536","GO:0016671",0.0354961012983487,1,1,1,"oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor","MF",0.0438628479151339
"2987","GO:0045454",0.0354961012983487,1,1,1,"cell redox homeostasis","BP",0.0438628479151339
"384","GO:0003779",0.0370021379921767,1,1,1,"actin binding","MF",0.0450642531984435
"553","GO:0005869",0.0370021379921767,1,1,1,"dynactin complex","CC",0.0450642531984435
"561","GO:0005903",0.0370021379921767,1,1,1,"brush border","CC",0.0450642531984435
"868","GO:0007293",0.0370021379921767,1,1,1,"germarium-derived egg chamber formation","BP",0.0450642531984435
"869","GO:0007294",0.0370021379921767,1,1,1,"germarium-derived oocyte fate determination","BP",0.0450642531984435
"1021","GO:0008290",0.0370021379921767,1,1,1,"F-actin capping protein complex","CC",0.0450642531984435
"1258","GO:0010591",0.0370021379921767,1,1,1,"regulation of lamellipodium assembly","BP",0.0450642531984435
"1918","GO:0030706",0.0370021379921767,1,1,1,"germarium-derived oocyte differentiation","BP",0.0450642531984435
"1920","GO:0030716",0.0370021379921767,1,1,1,"oocyte fate determination","BP",0.0450642531984435
"1931","GO:0030834",0.0370021379921767,1,1,1,"regulation of actin filament depolymerization","BP",0.0450642531984435
"1932","GO:0030835",0.0370021379921767,1,1,1,"negative regulation of actin filament depolymerization","BP",0.0450642531984435
"1933","GO:0030837",0.0370021379921767,1,1,1,"negative regulation of actin filament polymerization","BP",0.0450642531984435
"1939","GO:0030863",0.0370021379921767,1,1,1,"cortical cytoskeleton","CC",0.0450642531984435
"2136","GO:0032272",0.0370021379921767,1,1,1,"negative regulation of protein polymerization","BP",0.0450642531984435
"2483","GO:0035722",0.0370021379921767,1,1,1,"interleukin-12-mediated signaling pathway","BP",0.0450642531984435
"3109","GO:0046329",0.0370021379921767,1,1,1,"negative regulation of JNK cascade","BP",0.0450642531984435
"3443","GO:0051016",0.0370021379921767,1,1,1,"barbed-end actin filament capping","BP",0.0450642531984435
"3564","GO:0051489",0.0370021379921767,1,1,1,"regulation of filopodium assembly","BP",0.0450642531984435
"3565","GO:0051490",0.0370021379921767,1,1,1,"negative regulation of filopodium assembly","BP",0.0450642531984435
"3604","GO:0051693",0.0370021379921767,1,1,1,"actin filament capping","BP",0.0450642531984435
"3941","GO:0070671",0.0370021379921767,1,1,1,"response to interleukin-12","BP",0.0450642531984435
"3990","GO:0071203",0.0370021379921767,1,1,1,"WASH complex","CC",0.0450642531984435
"4023","GO:0071349",0.0370021379921767,1,1,1,"cellular response to interleukin-12","BP",0.0450642531984435
"4357","GO:0098862",0.0370021379921767,1,1,1,"cluster of actin-based cell projections","CC",0.0450642531984435
"4571","GO:1902743",0.0370021379921767,1,1,1,"regulation of lamellipodium organization","BP",0.0450642531984435
"395","GO:0004046",0.0371111977124333,1,1,1,"aminoacylase activity","MF",0.0450642531984435
"397","GO:0004096",0.0371111977124333,1,1,1,"catalase activity","MF",0.0450642531984435
"417","GO:0004601",0.0371111977124333,1,1,1,"peroxidase activity","MF",0.0450642531984435
"524","GO:0005778",0.0371111977124333,1,1,1,"peroxisomal membrane","CC",0.0450642531984435
"525","GO:0005782",0.0371111977124333,1,1,1,"peroxisomal matrix","CC",0.0450642531984435
"694","GO:0006625",0.0371111977124333,1,1,1,"protein targeting to peroxisome","BP",0.0450642531984435
"701","GO:0006638",0.0371111977124333,1,1,1,"neutral lipid metabolic process","BP",0.0450642531984435
"702","GO:0006639",0.0371111977124333,1,1,1,"acylglycerol metabolic process","BP",0.0450642531984435
"703","GO:0006641",0.0371111977124333,1,1,1,"triglyceride metabolic process","BP",0.0450642531984435
"810","GO:0007031",0.0371111977124333,1,1,1,"peroxisome organization","BP",0.0450642531984435
"1067","GO:0009060",0.0371111977124333,1,1,1,"aerobic respiration","BP",0.0450642531984435
"1158","GO:0009650",0.0371111977124333,1,1,1,"UV protection","BP",0.0450642531984435
"1220","GO:0010193",0.0371111977124333,1,1,1,"response to ozone","BP",0.0450642531984435
"1228","GO:0010288",0.0371111977124333,1,1,1,"response to lead ion","BP",0.0450642531984435
"1374","GO:0014854",0.0371111977124333,1,1,1,"response to inactivity","BP",0.0450642531984435
"1528","GO:0016627",0.0371111977124333,1,1,1,"oxidoreductase activity, acting on the CH-CH group of donors","MF",0.0450642531984435
"1529","GO:0016628",0.0371111977124333,1,1,1,"oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor","MF",0.0450642531984435
"1537","GO:0016684",0.0371111977124333,1,1,1,"oxidoreductase activity, acting on peroxide as acceptor","MF",0.0450642531984435
"1561","GO:0016810",0.0371111977124333,1,1,1,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","MF",0.0450642531984435
"1562","GO:0016811",0.0371111977124333,1,1,1,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides","MF",0.0450642531984435
"1646","GO:0019166",0.0371111977124333,1,1,1,"trans-2-enoyl-CoA reductase (NADPH) activity","MF",0.0450642531984435
"1723","GO:0020037",0.0371111977124333,1,1,1,"heme binding","MF",0.0450642531984435
"2075","GO:0031903",0.0371111977124333,1,1,1,"microbody membrane","CC",0.0450642531984435
"2077","GO:0031907",0.0371111977124333,1,1,1,"microbody lumen","CC",0.0450642531984435
"2111","GO:0032088",0.0371111977124333,1,1,1,"negative regulation of NF-kappaB transcription factor activity","BP",0.0450642531984435
"2274","GO:0033189",0.0371111977124333,1,1,1,"response to vitamin A","BP",0.0450642531984435
"2275","GO:0033197",0.0371111977124333,1,1,1,"response to vitamin E","BP",0.0450642531984435
"2282","GO:0033273",0.0371111977124333,1,1,1,"response to vitamin","BP",0.0450642531984435
"2294","GO:0033591",0.0371111977124333,1,1,1,"response to L-ascorbic acid","BP",0.0450642531984435
"2521","GO:0036296",0.0371111977124333,1,1,1,"response to increased oxygen levels","BP",0.0450642531984435
"2535","GO:0038001",0.0371111977124333,1,1,1,"paracrine signaling","BP",0.0450642531984435
"2664","GO:0042737",0.0371111977124333,1,1,1,NA,NA,0.0450642531984435
"2666","GO:0042743",0.0371111977124333,1,1,1,"hydrogen peroxide metabolic process","BP",0.0450642531984435
"2667","GO:0042744",0.0371111977124333,1,1,1,"hydrogen peroxide catabolic process","BP",0.0450642531984435
"2815","GO:0043574",0.0371111977124333,1,1,1,"peroxisomal transport","BP",0.0450642531984435
"2903","GO:0044438",0.0371111977124333,1,1,1,NA,NA,0.0450642531984435
"2904","GO:0044439",0.0371111977124333,1,1,1,NA,NA,0.0450642531984435
"2981","GO:0045333",0.0371111977124333,1,1,1,"cellular respiration","BP",0.0450642531984435
"3181","GO:0046906",0.0371111977124333,1,1,1,"tetrapyrrole binding","MF",0.0450642531984435
"3356","GO:0050661",0.0371111977124333,1,1,1,"NADP binding","MF",0.0450642531984435
"3532","GO:0051289",0.0371111977124333,1,1,1,"protein homotetramerization","BP",0.0450642531984435
"3672","GO:0055093",0.0371111977124333,1,1,1,"response to hyperoxia","BP",0.0450642531984435
"4162","GO:0072662",0.0371111977124333,1,1,1,"protein localization to peroxisome","BP",0.0450642531984435
"4163","GO:0072663",0.0371111977124333,1,1,1,"establishment of protein localization to peroxisome","BP",0.0450642531984435
"4175","GO:0080184",0.0371111977124333,1,1,1,"response to phenylpropanoid","BP",0.0450642531984435
"1952","GO:0031011",0.0371868900218986,1,1,1,"Ino80 complex","CC",0.0451115128151932
"2276","GO:0033202",0.0371868900218986,1,1,1,"DNA helicase complex","CC",0.0451115128151932
"3932","GO:0070603",0.0371868900218986,1,1,1,"SWI/SNF superfamily-type complex","CC",0.0451115128151932
"4272","GO:0097346",0.0371868900218986,1,1,1,"INO80-type complex","CC",0.0451115128151932
"3478","GO:0051150",0.0386211412388692,1,1,1,"regulation of smooth muscle cell differentiation","BP",0.0468282530415446
"3479","GO:0051151",0.0386211412388692,1,1,1,"negative regulation of smooth muscle cell differentiation","BP",0.0468282530415446
"447","GO:0005085",0.0390213318137975,1,1,1,"guanyl-nucleotide exchange factor activity","MF",0.0471968634977334
"448","GO:0005087",0.0390213318137975,1,1,1,NA,NA,0.0471968634977334
"449","GO:0005088",0.0390213318137975,1,1,1,NA,NA,0.0471968634977334
"688","GO:0006606",0.0390213318137975,1,1,1,"protein import into nucleus","BP",0.0471968634977334
"689","GO:0006607",0.0390213318137975,1,1,1,"NLS-bearing protein import into nucleus","BP",0.0471968634977334
"819","GO:0007052",0.0390213318137975,1,1,1,"mitotic spindle organization","BP",0.0471968634977334
"1045","GO:0008536",0.0390213318137975,1,1,1,NA,NA,0.0471968634977334
"2356","GO:0034504",0.0390213318137975,1,1,1,"protein localization to nucleus","BP",0.0471968634977334
"2732","GO:0043199",0.0390213318137975,1,1,1,"sulfate binding","MF",0.0471968634977334
"3485","GO:0051170",0.0390213318137975,1,1,1,"import into nucleus","BP",0.0471968634977334
"324","GO:0003158",0.0393370557987446,1,1,1,"endothelium development","BP",0.0475552926347474
"2985","GO:0045446",0.0393370557987446,1,1,1,"endothelial cell differentiation","BP",0.0475552926347474
"394","GO:0004017",0.040172778933551,1,1,1,"adenylate kinase activity","MF",0.0483868007429884
"595","GO:0006119",0.040172778933551,1,1,1,"oxidative phosphorylation","BP",0.0483868007429884
"606","GO:0006172",0.040172778933551,1,1,1,"ADP biosynthetic process","BP",0.0483868007429884
"1089","GO:0009133",0.040172778933551,1,1,1,"nucleoside diphosphate biosynthetic process","BP",0.0483868007429884
"1091","GO:0009136",0.040172778933551,1,1,1,"purine nucleoside diphosphate biosynthetic process","BP",0.0483868007429884
"1109","GO:0009180",0.040172778933551,1,1,1,"purine ribonucleoside diphosphate biosynthetic process","BP",0.0483868007429884
"1112","GO:0009188",0.040172778933551,1,1,1,"ribonucleoside diphosphate biosynthetic process","BP",0.0483868007429884
"1439","GO:0015949",0.040172778933551,1,1,1,"nucleobase-containing small molecule interconversion","BP",0.0483868007429884
"1551","GO:0016776",0.040172778933551,1,1,1,"phosphotransferase activity, phosphate group as acceptor","MF",0.0483868007429884
"3091","GO:0046083",0.040172778933551,1,1,1,"adenine metabolic process","BP",0.0483868007429884
"3187","GO:0046940",0.040172778933551,1,1,1,"nucleoside monophosphate phosphorylation","BP",0.0483868007429884
"3350","GO:0050145",0.040172778933551,1,1,1,"nucleoside monophosphate kinase activity","MF",0.0483868007429884
"4181","GO:0090036",0.040172778933551,1,1,1,"regulation of protein kinase C signaling","BP",0.0483868007429884
"4182","GO:0090038",0.040172778933551,1,1,1,"negative regulation of protein kinase C signaling","BP",0.0483868007429884
"4265","GO:0097226",0.040172778933551,1,1,1,"sperm mitochondrial sheath","CC",0.0483868007429884
"1041","GO:0008410",0.0416051208953579,1,1,1,"CoA-transferase activity","MF",0.0498723487154521
"1553","GO:0016782",0.0416051208953579,1,1,1,"transferase activity, transferring sulphur-containing groups","MF",0.0498723487154521
"3196","GO:0047369",0.0416051208953579,1,1,1,"succinate-hydroxymethylglutarate CoA-transferase activity","MF",0.0498723487154521
"535","GO:0005801",0.0416195777439936,1,1,1,"cis-Golgi network","CC",0.0498723487154521
"668","GO:0006497",0.0416195777439936,1,1,1,"protein lipidation","BP",0.0498723487154521
"669","GO:0006505",0.0416195777439936,1,1,1,"GPI anchor metabolic process","BP",0.0498723487154521
"670","GO:0006506",0.0416195777439936,1,1,1,"GPI anchor biosynthetic process","BP",0.0498723487154521
"704","GO:0006643",0.0416195777439936,1,1,1,"membrane lipid metabolic process","BP",0.0498723487154521
"708","GO:0006661",0.0416195777439936,1,1,1,"phosphatidylinositol biosynthetic process","BP",0.0498723487154521
"709","GO:0006664",0.0416195777439936,1,1,1,"glycolipid metabolic process","BP",0.0498723487154521
"980","GO:0008081",0.0416195777439936,1,1,1,"phosphoric diester hydrolase activity","MF",0.0498723487154521
"1122","GO:0009247",0.0416195777439936,1,1,1,"glycolipid biosynthetic process","BP",0.0498723487154521
"1833","GO:0030145",0.0416195777439936,1,1,1,"manganese ion binding","MF",0.0498723487154521
"2330","GO:0034235",0.0416195777439936,1,1,1,"GPI anchor binding","MF",0.0498723487154521
"2585","GO:0042157",0.0416195777439936,1,1,1,"lipoprotein metabolic process","BP",0.0498723487154521
"2586","GO:0042158",0.0416195777439936,1,1,1,"lipoprotein biosynthetic process","BP",0.0498723487154521
"2646","GO:0042578",0.0416195777439936,1,1,1,"phosphoric ester hydrolase activity","MF",0.0498723487154521
"3122","GO:0046467",0.0416195777439936,1,1,1,"membrane lipid biosynthetic process","BP",0.0498723487154521
"3127","GO:0046488",0.0416195777439936,1,1,1,"phosphatidylinositol metabolic process","BP",0.0498723487154521
"3620","GO:0051861",0.0416195777439936,1,1,1,"glycolipid binding","MF",0.0498723487154521
"4640","GO:1903509",0.0416195777439936,1,1,1,"liposaccharide metabolic process","BP",0.0498723487154521
"46","GO:0000340",0.0423616227294389,1,1,1,"RNA 7-methylguanosine cap binding","MF",0.0506502150909738
"430","GO:0004779",0.0423616227294389,1,1,1,"sulfate adenylyltransferase activity","MF",0.0506502150909738
"431","GO:0004780",0.0423616227294389,1,1,1,"sulfate adenylyltransferase (ADP) activity","MF",0.0506502150909738
"1565","GO:0016819",0.0423616227294389,1,1,1,"hydrolase activity, acting on acid anhydrides, in sulfonyl-containing anhydrides","MF",0.0506502150909738
"2515","GO:0036245",0.0423616227294389,1,1,1,"cellular response to menadione","BP",0.0506502150909738
"2978","GO:0045292",0.0423616227294389,1,1,1,"mRNA cis splicing, via spliceosome","BP",0.0506502150909738
"3199","GO:0047627",0.0423616227294389,1,1,1,"adenylylsulfatase activity","MF",0.0506502150909738
"3349","GO:0050072",0.0423616227294389,1,1,1,"m7G(5')pppN diphosphatase activity","MF",0.0506502150909738
"3927","GO:0070566",0.0423616227294389,1,1,1,"adenylyltransferase activity","MF",0.0506502150909738
