,Gene,Dispersion,AIC,logLik,meanExp,X.Intercept.,TreatmentVariable,OriginFlat,TreatmentVariable.OriginFlat,se_.Intercept.,se_TreatmentVariable,se_OriginFlat,se_TreatmentVariable.OriginFlat,Chisq_Treatment,Chisq_Origin,Chisq_Treatment.Origin,Df_Treatment,Df_Origin,Df_Treatment.Origin,P_Treatment,P_Origin,P_Treatment.Origin,Treatment,Origin,Treatment.Origin,Stable_OriginFC,Variable_OriginFC,maxGroupFC,col,RF13B,RF13D,RF14B,RF14C,RF15B,RF15D,RF17B,RF17D,RF18B,RF18D,RF19B,RF19C,RF20B,RF20C,RF22B,RF22C,RF23A,RF23C,RF24B,RF24D,RF25A,RF25C,RS11B,RS11D,RS12A,RS12C,RS13A,RS13C,RS14B,RS14C,RS15B,RS15D,RS1B,RS1C,RS2B,RS2C,RS3B,RS3D,RS6A,RS6D,RS7B,RS7C,RS8B,RS8C,RS9A,RS9C,y_Stable_Slope,y_Variable_Slope,y_Stable_Flat,y_Variable_Flat,xall_1,xall_2,xall_3,yall
2419,Pocillopora_acuta_HIv2___TS.g23860.t1,0.032982608,432.3312941,-210.1656471,6.629771003,4.546542303,0.090269766,0.056766488,-0.061805404,0.06918441,0.085074948,0.099378994,0.122690471,0.975885324,0.10854682,0.253764708,1,1,1,0.323216769,0.741804665,0.614436617,1,0.612963932,0.99942793,-0.081061119,0.007199687,Stable,Not Significant,109.923465,66.71449016,79.09190083,85.3659196,89.74638689,91.37534621,86.62783654,98.11926743,92.7586956,73.57891812,106.6952595,117.5580854,78.64079954,121.3827998,86.6391363,106.1167362,111.6079681,113.6232442,135.8785087,108.9953252,103.9119024,114.5658112,114.9964431,86.75740919,98.98715867,63.03790649,124.290517,90.5501955,67.80943745,75.6313558,71.38973273,64.41808302,115.9990884,130.5540018,106.4318587,113.0646674,98.20382363,86.3486988,129.6633616,71.32576368,93.45990795,121.9460835,130.4304103,91.58150465,102.4471836,109.6526894,94.30576314,103.2147809,99.81403365,102.6959986,0.940065802,0.994973759,0.994973759,1.058408631
411,Pocillopora_acuta_HIv2___RNAseq.g23385.t1,0.043796797,465.1275733,-226.5637866,7.256228253,5.011381732,0.027633374,0.056544505,-0.058298729,0.072368022,0.091825791,0.104242316,0.132603325,2.51E-05,0.116335663,0.193289979,1,1,1,0.996002808,0.73304325,0.660192387,1,0.610038439,0.99942793,-0.081051519,0.002514502,Stable,Not Significant,163.3442144,150.1076029,170.4242149,204.878207,141.1740917,120.6509426,147.3798258,192.7342753,190.214034,146.0430041,138.6259576,147.5238718,173.4723519,195.3076628,120.6759398,143.5102528,127.2722443,162.5987806,124.14799,129.7563396,141.3507496,160.9376871,279.6947388,251.5964866,104.0895895,116.4450217,194.7544322,164.8966718,123.9527351,128.397418,122.9967684,141.9827136,147.8419755,111.3548839,110.8298694,116.5258307,174.0444003,168.8596776,132.7505845,154.3617274,119.8485878,163.8081719,161.0140927,149.5208239,204.8943672,118.9848332,150.1120076,154.3179533,158.8445796,154.0474824,0.943368094,0.998247314,0.998247314,1.058173707
90,Pocillopora_acuta_HIv2___TS.g31054.t1,0.038781985,399.5261764,-193.7630882,6.132962683,4.150664496,0.190668957,0.056425974,-0.060926189,0.072214424,0.094137463,0.103548165,0.135958391,5.650934408,0.108564293,0.20081493,1,1,1,0.017446073,0.741784625,0.654063861,1,0.612963932,0.99942793,-0.080177344,0.006408812,Stable,Not Significant,62.66664828,47.09258129,89.44917355,70.42688367,62.51995491,71.85828197,73.12739448,79.42988316,79.84292786,47.93777999,93.45570178,54.16892168,80.95376423,76.6628209,63.43222479,79.84021108,81.25843291,64.64770793,75.27082856,66.60825431,46.60754447,74.5587025,49.70185254,57.47678359,89.80278312,81.42396255,77.31457359,51.47063744,46.66455911,51.00719345,73.10996725,59.159464,60.27403615,46.07788298,87.08061169,61.14721807,82.64678226,71.957249,77.18057239,63.87381823,93.45990795,51.87258778,102.5452881,95.31952525,87.48298825,54.43750537,63.47616597,76.80989346,67.16084881,76.46500906,0.940892685,0.995509896,0.995509896,1.058048289
438,Pocillopora_acuta_HIv2___RNAseq.g21630.t1a,0.268242747,351.5105126,-169.7552563,4.082137008,2.828914903,0.307032109,0.056393553,-0.271503286,0.165156388,0.230763286,0.238198459,0.334661336,1.133563829,0.235237408,0.658171542,1,1,1,0.287016442,0.627667272,0.417206201,1,0.575146452,0.99942793,-0.076939218,0.295988771,Variable,Not Significant,13.35518734,13.73533621,13.18198347,20.2744059,20.16772739,9.758532119,28.12592096,19.85747079,24.65737478,18.95214558,12.46076024,19.59301423,27.75557631,10.95183156,14.69771062,13.13826258,20.55936254,19.59021453,30.30384007,25.08622565,0,25.45906915,23.38910708,31.44956083,25.5121543,0,20.55197526,13.34423934,18.95747714,14.95038429,24.08328333,10.51723804,22.7449193,23.03894149,33.42488125,24.22814301,26.25250731,27.82346961,29.32861751,10.64563637,26.38867989,19.11095339,21.58848171,10.27955664,0,14.77589432,16.92708333,23.01041667,17.90909091,18.55681818,0.762232779,0.80645294,0.80645294,1.058013986
150,Pocillopora_acuta_HIv2___RNAseq.g10313.t1,0.130649376,354.4224208,-171.2112104,4.613087829,3.234211531,0.035698482,0.05630992,-0.134717263,0.122974043,0.167989297,0.174556783,0.243163733,0.055507994,0.007248569,0.306936753,1,1,1,0.81374203,0.932151262,0.579566027,1,0.658008527,0.99942793,-0.078241219,0.10881544,Variable,Not Significant,28.76501888,21.58409976,25.42239669,41.6158858,25.20965924,22.17848209,29.25095779,39.71494158,24.65737478,35.67462697,31.15190059,26.50819572,23.12964692,20.99101048,17.79196549,17.18080492,0,18.6107038,22.48349425,12.11059169,27.50609182,44.55337101,20.46546869,33.61849606,17.34826492,12.25737071,21.53064075,18.1100391,16.77007593,14.95038429,25.80351785,46.01291644,40.94085474,23.99889739,30.78607484,34.61163287,34.03102799,35.49890951,18.52333737,15.96845456,38.48349151,30.94154359,26.08608206,16.82109269,25.32402291,24.10803809,25.38634753,26.30897175,26.85686452,24.32495235,0.873962979,0.924587725,0.924587725,1.057925505
1139,Pocillopora_acuta_HIv2___RNAseq.g26990.t1,0.064483793,344.1029508,-166.0514754,4.926188301,3.394218272,0.142524017,0.056297267,-0.286269062,0.091883533,0.126405786,0.131455243,0.184337463,0.007881925,0.846796326,2.411690765,1,1,1,0.929256588,0.357460224,0.120432229,1,0.459391183,0.99942793,-0.078652634,0.321266534,Variable,Not Significant,39.03823991,28.45176786,8.474132232,37.34758982,19.15934102,21.29134281,21.37569993,31.53833596,27.00569619,33.44496278,35.82468568,41.49108895,33.53798804,18.25305259,21.65978408,33.35097425,23.49641433,38.20091832,20.52840779,32.00656376,34.38261477,33.64234137,45.80366802,41.20976936,19.38923727,19.26158254,37.18928856,28.59479858,32.81101812,29.90076857,32.68445595,34.18102364,35.25462492,21.1190297,45.73931119,27.68930629,17.50167154,21.10745971,52.48278923,24.48496365,27.48820822,30.03149819,26.98560213,38.31471113,41.43931022,33.44018187,29.79135563,34.35481863,31.51663618,27.2968277,0.751060507,0.794556013,0.794556013,1.057912119
933,Pocillopora_acuta_HIv2___RNAseq.g7803.t1,0.196274979,328.5234433,-158.2617217,3.636117426,2.645731437,-0.030009754,0.056239718,-0.113149722,0.149228161,0.211466837,0.214964623,0.305840223,0.303066207,4.99E-06,0.136872997,1,1,1,0.581966539,0.998218352,0.711409681,1,0.673232348,0.99942793,-0.075900114,0.07635898,Variable,Not Significant,8.218576823,12.75424077,0,20.2744059,18.15095465,15.08136782,14.6254789,14.0170382,9.393285631,20.06697767,21.0275329,5.762651243,10.40834112,12.77713682,13.92414691,20.21271167,9.790172639,13.71315017,13.68560519,16.43580301,12.9889878,11.8202821,5.847276769,4.337870459,23.47118195,8.75526479,16.6373133,20.01635901,21.87401208,14.07094992,12.04164166,0,13.64695158,23.03894149,8.796021383,20.76697972,17.50167154,13.43201981,0,9.581072734,7.696698301,10.92054479,15.29184121,12.14856694,11.51091951,21.77500215,14.09375,13.67708333,14.90909091,12.92045455,0.893016946,0.944679083,0.944679083,1.05785124
842,Pocillopora_acuta_HIv2___RNAseq.g21022.t1,0.109136936,383.1646159,-185.582308,4.960686495,3.478671395,0.021441173,0.056149518,-0.057289,0.114781845,0.152889696,0.163206544,0.22114859,0.002935256,0.052459599,0.067107976,1,1,1,0.956793344,0.818837356,0.795595064,1,0.632580672,0.99942793,-0.078647363,0.001595717,Stable,Not Significant,36.9835957,32.37614963,0,40.54881181,28.23481835,25.72703922,23.6257736,38.54685506,34.05066041,22.29664185,32.70949562,29.96578646,41.63336446,26.46692626,36.3574947,36.382881,37.20265603,45.05749341,38.1241859,38.0618596,39.73102151,40.91636113,32.16002223,34.70296367,27.55312664,14.00842366,31.31729563,18.1100391,53.95589647,27.26246546,25.80351785,26.29309511,38.66636281,43.1980153,30.78607484,33.45791177,13.6124112,20.14802972,38.59028619,37.2597273,31.88632153,27.30136199,32.38272256,46.72525748,37.98603437,51.32679078,32.41662455,33.11917991,34.28887346,33.08146268,0.944321121,0.998861167,0.998861167,1.057755826
975,Pocillopora_acuta_HIv2___RNAseq.g16111.t1,0.048162135,351.8171578,-169.9085789,5.055630614,3.48635519,0.04489532,0.05592079,-0.076983634,0.081021801,0.114092427,0.11650957,0.16469005,0.009332383,0.044608465,0.218505361,1,1,1,0.923040674,0.832725623,0.640181126,1,0.635328259,0.99942793,-0.078344197,0.029514268,Stable,Not Significant,26.71037468,23.54629064,27.30553719,41.6158858,42.35222752,23.06562137,25.87584728,30.37024944,27.00569619,43.47845162,45.94905338,53.01639144,28.91205865,49.28324201,30.16898496,20.21271167,29.37051792,30.36483251,35.19155621,36.33177508,27.50609182,30.00533149,41.90548351,29.2806256,24.49166812,29.76790029,34.2532921,50.51747749,39.37322175,9.673778068,39.56539404,32.86636889,38.66636281,40.31814761,26.38806415,35.76535396,22.36324697,27.82346961,44.76473199,27.67865456,29.68726488,36.40181598,35.98080285,31.77317508,28.77729877,31.10714593,32.66666667,34.16666667,34.54545455,33.45454546,0.925905006,0.979157428,0.979157428,1.057513915
756,Pocillopora_acuta_HIv2___RNAseq.g20482.t1,0.132484997,363.958382,-175.979191,4.704746292,3.249313756,0.041188569,0.055868347,-0.127169643,0.147543764,0.169011157,0.212239892,0.244546891,0.025726615,0.001779057,0.270422369,1,1,1,0.872569782,0.966356108,0.603048584,1,0.666711513,0.99942793,-0.077669993,0.09904353,Variable,Not Significant,23.62840837,38.2627223,11.29884298,22.40855389,44.36900026,32.82415349,9.000294706,14.0170382,25.83153548,25.64113813,16.35474781,13.83036298,9.251858769,22.81631574,30.16898496,27.28716075,29.37051792,24.48776816,40.07927235,34.60169055,38.96696341,53.6458957,22.41456095,27.11169037,41.83993305,41.14974451,43.06128149,47.65799763,24.79054703,31.65963731,37.84515952,24.97844035,20.47042737,9.599558955,17.59204277,23.07442191,14.58472628,19.18859973,24.69778316,21.29127274,31.88632153,17.29086259,27.88512221,23.36262874,24.17293096,26.44107404,25.77264753,26.85635089,27.25350408,25.00813142,0.880584275,0.931181288,0.931181288,1.057458457
1493,Pocillopora_acuta_HIv2___RNAseq.g27365.t1,1.913524621,378.4906983,-183.2453492,3.482507995,2.923945324,0.289080087,0.055749952,-0.386008203,0.404891571,0.571620092,0.585247168,0.827267274,0.064302827,0.11040483,0.217721531,1,1,1,0.799820033,0.739683712,0.640781508,1,0.612879565,0.99942793,-0.076436333,0.454788991,Variable,Not Significant,22.60108626,22.5651952,0,35.21344183,32.26836383,0,20.25066309,0,0,33.44496278,27.25791302,19.59301423,21.97316458,27.37957889,0,35.37224541,37.20265603,0,31.2813833,41.52202866,0,0,25.33819933,36.8718989,29.59409898,16.6350031,35.23195758,31.45427844,22.60314582,7.035474958,26.66363511,0,34.11737895,38.39823582,0,21.92070082,31.11408273,0,18.52333737,0,25.28915156,14.56072639,0,29.90416478,55.25241363,17.10893026,18.61458335,24.85416667,19.68181821,17.86363638,0.679764949,0.718738094,0.718738094,1.057333266
1010,Pocillopora_acuta_HIv2___RNAseq.g26215.t1,2.599503655,287.3139048,-137.6569524,2.215580864,1.745570087,0.42704868,0.055614523,-0.076206851,0.480802787,0.676230295,0.694621402,0.97749815,0.639794019,0.001228877,0.006077936,1,1,1,0.423785396,0.972035611,0.937858981,1,0.668049713,0.99942793,-0.068589986,0.026642934,Stable,Not Significant,18.49179785,11.77314532,13.18198347,8.53659196,0,0,0,10.51277865,14.08992845,0,17.91234284,0,0,0,16.24483806,14.14889817,0,8.815596536,0,0,4.584348636,12.72953457,0,24.94275514,10.20486172,7.879738311,14.67998233,0,0,0,18.0624625,0,10.23521369,0,0,9.229768765,7.778520684,10.55372985,16.97972593,0,10.99528329,0,8.995200711,8.410546346,12.66201146,6.221429185,5.729166667,8.78125,6.056818182,8.602272727,0.926624514,0.979618247,0.979618247,1.057190083
2448,Pocillopora_acuta_HIv2___RNAseq.g26731.t2,0.236376703,366.472607,-177.2363035,4.267983459,3.083914839,0.055647179,0.055524155,-0.194253293,0.15333965,0.216378345,0.22122119,0.313458762,0.05559946,0.069197485,0.384039549,1,1,1,0.813591455,0.792508844,0.535449228,1,0.626676245,0.99942793,-0.076689335,0.191260569,Variable,Not Significant,15.40983154,23.54629064,0,28.81099786,19.15934102,19.51706424,15.75051574,14.0170382,24.65737478,26.75597022,31.15190059,21.89807472,31.22502335,21.90366311,6.962073453,23.24461842,17.62231075,21.54923598,23.46103747,25.08622565,25.9779756,25.45906915,26.31274546,20.60488468,16.32777875,13.13289718,0,32.40743839,18.95747714,25.50359672,25.80351785,17.09051182,29.56839509,28.79867686,24.62885987,17.30581643,26.25250731,19.18859973,20.06694882,31.93690911,27.48820822,0,33.28224263,20.55911329,25.32402291,27.21875269,21.84375,23.09375,23.09090909,20.10227273,0.823449304,0.870463772,0.870463772,1.057094551
741,Pocillopora_acuta_HIv2___RNAseq.g3055.t1,0.165444578,396.513553,-192.2567765,4.914885282,3.476420803,0.045333541,0.055273068,-0.008775946,0.127920135,0.18059047,0.184563203,0.26060984,0.099737036,0.152416803,0.001133982,1,1,1,0.752145429,0.696236392,0.973136593,1,0.599864498,0.99942793,-0.077413677,-0.065198813,Stable,Not Significant,46.22949463,27.47067242,23.5392562,38.41466382,29.24320472,31.93701421,29.25095779,42.05111461,30.5281783,33.44496278,30.37310308,36.88096796,23.12964692,41.98202097,37.90462213,29.30843191,46.0138114,13.71315017,38.1241859,33.73664829,34.38261477,45.46262348,37.03275287,36.8718989,38.77847453,30.64342676,42.082616,20.96951896,23.33227955,18.46812177,30.10410416,0,56.86229825,39.35819171,37.82289195,23.07442191,0,32.62061955,40.13389764,30.87234548,27.48820822,32.76163438,36.88032292,57.00481412,40.28821827,42.77232565,32.34375,33.84375,34.18181818,35.45454545,0.991262451,1.047595064,1.047595064,1.056829161
965,Pocillopora_acuta_HIv2___RNAseq.g30179.t1,0.020736185,403.5357498,-195.7678749,5.83614754,4.024650932,0.042086252,0.054985575,-0.06236079,0.064733929,0.079938368,0.092911412,0.11523248,0.044001819,0.106331571,0.292868994,1,1,1,0.833850229,0.744359879,0.58838785,1,0.613395281,0.99942793,-0.077971708,0.010460305,Stable,Not Significant,55.47539356,54.94134483,55.55264463,66.15858769,63.52834128,45.24410346,52.8767314,71.25327754,58.70803519,56.85643673,62.30380119,55.32145193,53.19818792,64.79833671,53.37589647,44.46796566,46.0138114,64.64770793,45.94453172,64.87816978,59.59653227,60.91991546,68.21822897,56.39231597,44.90139156,57.78474761,63.61325675,42.89219787,72.9133736,67.71644647,47.3064494,47.3275712,77.33272563,51.83761836,70.36817106,33.45791177,54.44964478,51.80921928,35.5030633,51.09905458,36.28443485,60.06299637,54.87072434,47.65976262,62.15896533,78.54554347,55.96077126,58.36621334,59.12397478,57.93733345,0.939543848,0.992651915,0.992651915,1.056525374
1151,Pocillopora_acuta_HIv2___RNAseq.g4235.t1,0.099705763,356.7606611,-172.3803305,4.869231085,3.352584167,-0.012214231,0.054720619,-0.01061187,0.128132595,0.149744743,0.183205844,0.216064169,0.025715556,0.111468942,0.002412228,1,1,1,0.872596941,0.738477924,0.960828098,1,0.612212319,0.99942793,-0.076345353,-0.061504123,Stable,Not Significant,24.65573047,22.5651952,38.60438017,34.14636784,50.41931848,32.82415349,19.12562625,33.874509,36.39898182,32.33013069,21.80633042,34.57590746,28.91205865,29.20488415,16.24483806,14.14889817,23.49641433,29.38532179,32.25892653,24.22118338,29.79826613,51.82739076,18.51637644,23.85828753,33.67604367,18.38605606,15.65864782,14.29739929,30.62361691,51.00719345,27.52375238,30.23705938,38.66636281,40.31814761,22.86965559,26.5355852,44.72649393,37.41776948,15.43611448,14.90389092,47.27971814,40.95204298,30.58368242,40.18372143,23.02183901,13.99821567,28.57648471,28.2295679,30.18378276,29.50260853,0.989444237,1.045096001,1.045096001,1.056245478
447,Pocillopora_acuta_HIv2___RNAseq.g7273.t1,0.099092755,635.2489073,-311.6244537,9.194918851,6.304937864,0.21691244,0.054665333,-0.108577938,0.106266868,0.130726086,0.152100842,0.189279569,3.058171978,7.79E-07,0.329060464,1,1,1,0.080331998,0.999295733,0.566212846,1,0.67365232,0.99942793,-0.078725414,0.077662077,Stable,Not Significant,734.5353036,467.9825265,747.6067769,531.4028495,220.8366149,456.876731,644.6461083,746.4072844,589.4286733,687.8514012,707.1481435,461.0120994,634.908808,790.3571773,638.9636302,690.2641034,610.9067727,402.5789085,418.3885016,448.9569349,848.8685558,721.0372083,413.2075584,698.397144,1138.862568,480.664037,923.8602211,738.6989633,729.8628698,660.4552117,602.0820832,481.1636405,575.4464583,311.0257101,608.6846797,491.4851867,657.2849978,421.1897641,441.4728741,259.7535274,901.6132296,372.2085684,689.0323745,984.0339224,508.7826422,635.3634556,547.2675823,679.8351242,578.016952,644.1539167,0.897108973,0.94751491,0.94751491,1.056187084
1819,Pocillopora_acuta_HIv2___RNAseq.g17452.t1,0.073024594,415.5718655,-201.7859328,6.062574317,4.189368217,0.010483249,0.054561457,-0.035075612,0.102770566,0.124841643,0.145144979,0.186182861,0.004267389,0.108320759,0.035492052,1,1,1,0.947915036,0.742064087,0.850568317,1,0.612963932,0.99942793,-0.077571384,-0.027700704,Stable,Not Significant,70.8852251,58.86572661,55.55264463,59.75614372,49.41093211,47.90552131,69.75228397,65.41284496,68.10132082,90.30139951,71.64937137,53.01639144,68.23245842,67.5362946,31.7161124,70.74449083,110.6289508,78.3608581,85.04626084,105.5351562,53.48406742,70.92169262,64.32004446,98.68655295,70.41354586,51.65606226,102.7598763,136.3018732,54.6850302,56.28379967,58.4879738,55.21549973,72.78374176,48.95775067,59.8129454,61.14721807,73.89594649,73.87610897,74.09334949,42.58254548,46.18018981,28.21140739,67.46400534,83.17095831,65.61224119,62.21429185,65.98109204,66.67642654,69.68113865,67.98841413,0.965532408,1.019676933,1.019676933,1.056077378
2002,Pocillopora_acuta_HIv2___RNAseq.g18116.t1,0.032077276,394.0193243,-191.0096621,5.991212596,4.12761543,0.075021217,0.054421137,-0.123841699,0.06756616,0.089390311,0.097170835,0.129040267,0.059139003,0.010522966,0.921050189,1,1,1,0.807861992,0.918295121,0.337199378,1,0.654000323,0.99942793,-0.077300234,0.098625255,Variable,Not Significant,87.32237875,53.96024939,77.20876033,61.89029171,53.44447759,65.64830698,65.25213662,87.60648878,54.01139238,65.77509347,49.06424344,58.77904268,43.94632915,55.67181041,53.37589647,83.88275341,54.82496678,61.70917575,74.29328534,63.14808525,48.13566068,63.64767287,61.39640608,75.91273304,52.04479476,49.9050093,50.8906054,59.09591706,76.55904228,65.95757773,79.13078808,56.53015449,104.6266288,61.43717731,47.49851547,56.53233368,65.14511072,63.32237912,41.67750909,76.64858187,50.57830312,39.13195218,85.45440676,66.34986561,75.97206874,58.32589861,62.02983195,66.86239137,65.49911081,62.37821439,0.883519692,0.932934242,0.932934242,1.0559292
1870,Pocillopora_acuta_HIv2___RNAseq.g6295.t1,2.540233062,279.9753564,-133.9876782,2.095738214,1.868591901,0.051695143,0.05432873,-0.009412422,0.473865047,0.669663185,0.684666624,0.967645841,0.009528992,0.010516727,9.46E-05,1,1,1,0.922236776,0.91831926,0.992238991,1,0.654000323,0.999609267,-0.0681434,-0.056677562,Stable,Not Significant,20.54644206,4.905477217,6.590991736,0,6.050318217,11.53281069,0,5.840432585,0,7.803824649,5.451582604,4.610120994,0,1.825305259,9.282764604,7.074449083,0,13.71315017,7.820345825,15.57076075,13.75304591,0,0,14.09807899,0,0,15.65864782,18.1100391,21.14487835,6.156040588,4.300586309,0,18.19593544,11.51947075,13.19403207,0,0,0,0,0,0,17.29086259,0,0,0,5.443750537,6.479166667,6.822916668,6.840909091,7.136363636,0.990631736,1.045940319,1.045940319,1.055831628
221,Pocillopora_acuta_HIv2___TS.g12742.t1,0.236446851,343.3191892,-165.6595946,4.008192843,2.811132444,0.126861179,0.054186477,-0.11729853,0.15997648,0.221074491,0.230311088,0.319768158,0.196459315,0.000734699,0.134559607,1,1,1,0.657594093,0.97837572,0.713750548,1,0.669148534,0.99942793,-0.0738516,0.086331015,Variable,Not Significant,0,16.67862254,19.77297521,13.87196193,41.34384115,28.38845707,11.25036838,21.02555731,14.08992845,0,17.13354533,14.98289323,12.72130581,13.68978945,16.24483806,21.22334725,26.43346613,27.42630034,17.59577811,25.08622565,9.932755378,7.274019756,10.72000741,9.760208534,16.32777875,7.004211832,6.850658419,18.1100391,21.87401208,9.673778068,18.92257976,28.92240462,13.64695158,15.35929433,21.11045132,16.15209534,24.30787714,18.22916975,41.67750909,21.29127274,18.69198159,27.30136199,18.88992149,21.49361844,17.26637926,6.999107834,16.62873867,18.87793203,17.55465086,17.72332502,0.889319665,0.938838268,0.938838268,1.055681445
1014,Pocillopora_acuta_HIv2___RNAseq.g15092.t1,0.02348707,313.9572006,-150.9786003,4.363857557,2.98602208,0.039724223,0.053898925,-0.054203909,0.084706347,0.110110258,0.120721407,0.158549879,0.029366772,0.086410328,0.116877088,1,1,1,0.863934919,0.768791269,0.732446536,1,0.62006799,0.99942793,-0.074116811,0.000419634,Stable,Not Significant,24.65573047,17.65971798,10.35727273,27.74392387,23.1928865,17.74278567,13.50044206,12.84895169,16.43824985,27.87080232,22.58512793,21.89807472,19.66019988,25.55427363,23.98047523,13.13826258,17.62231075,22.5287467,22.48349425,21.62605659,19.86551076,20.9128068,14.61819192,15.18254661,24.49166812,21.0126355,19.57330977,18.1100391,21.87401208,18.46812177,21.50293154,9.202583289,19.33318141,16.31925022,19.35124704,19.61325863,22.36324697,13.43201981,12.34889158,14.90389092,24.18962323,27.30136199,18.88992149,26.16614419,25.32402291,27.21875269,19.80673597,20.60937981,20.9035919,20.60309525,0.947238936,0.999695063,0.999695063,1.055377925
559,Pocillopora_acuta_HIv2___TS.g6119.t1a,0.481546908,432.7128045,-210.3564022,4.891707511,3.707711431,-0.159232143,0.053752921,-0.018397663,0.205361561,0.29103232,0.296755859,0.420585495,0.639682553,0.044968679,0.001913448,1,1,1,0.423825773,0.832061631,0.965109279,1,0.635167879,0.99942793,-0.075739966,-0.049604744,Stable,Not Significant,49.31146094,52.97915395,32.01338843,46.95125578,23.1928865,57.66405343,32.62606831,44.38728765,32.87649971,28.98563441,42.0550658,41.49108895,0,37.41875782,33.26323983,0,43.07675961,39.18042905,40.07927235,43.25211319,39.73102151,71.83094509,83.81096702,50.9699779,28.57361281,55.15816818,0,22.87583886,21.14487835,39.57454664,33.54457321,38.12498791,17.05868948,43.1980153,20.23084918,24.22814301,35.00334308,0,38.59028619,44.71167276,49.4787748,71.89358657,35.08128277,33.64218538,59.85678143,45.10536159,40.76041667,34.76041667,43.01136364,36.01136364,0.981770541,1.035987686,1.035987686,1.055223846
2397,Pocillopora_acuta_HIv2___TS.g29157.t2,0.015327448,440.9935804,-214.4967902,6.95526378,4.782362218,0.044319411,0.053656087,-0.023778668,0.056912856,0.062653463,0.082006107,0.090356783,0.530789877,0.373061344,0.069255385,1,1,1,0.466274968,0.541340284,0.792424039,1,0.541375411,0.99942793,-0.076783172,-0.042766383,Stable,Not Significant,113.0054313,128.5235031,128.995124,121.6464354,84.70445504,113.5538283,121.5039785,113.3043922,117.4160704,130.4353548,129.2803875,106.0327829,121.4306463,157.8889049,147.7506699,128.3507191,118.4610889,114.602755,125.1255332,112.4554943,139.0585753,153.6636674,122.7928122,127.9671786,166.339246,122.5737071,132.1198409,102.9412749,106.4535255,112.5675993,109.2348922,123.577547,122.8225642,120.9544428,98.51543949,132.677926,95.28687837,104.5778685,132.7505845,83.03596369,148.4363244,101.9250848,134.9280107,122.4201746,142.7354019,147.7589432,119.3860331,124.7961529,125.9667906,128.580999,0.976501816,1.030328227,1.030328227,1.05512167
2182,Pocillopora_acuta_HIv2___RNAseq.g11343.t1,0.072637159,483.3847906,-235.6923953,7.037433097,4.849373868,0.145404869,0.053522724,-0.175653505,0.091150486,0.11593105,0.130262199,0.167519712,0.536890789,0.12125072,1.099465999,1,1,1,0.463724148,0.727681922,0.294383325,1,0.608578775,0.99942793,-0.076632468,0.174937201,Variable,Not Significant,159.234926,181.502657,92.2738843,96.03665955,146.2160236,108.2309926,101.2533154,140.170382,173.7757842,122.6315302,123.0500073,92.20241989,128.3695404,100.3917893,102.1104106,147.5527952,138.0414342,192.9636131,152.4967436,169.5482837,85.57450787,130.9323556,115.9709893,130.1361138,141.8475779,103.3121245,187.9037738,179.1940711,126.1401363,85.30513387,151.3806381,47.3275712,143.2929916,137.2736931,111.7094716,137.2928104,215.853949,173.6568276,81.81140673,93.68160006,148.4363244,92.82463076,143.0236913,188.7700402,202.5921833,131.4276915,127.6604326,147.6402744,134.6793264,130.6664583,0.838908611,0.885032616,0.885032616,1.054980965
1584,Pocillopora_acuta_HIv2___RNAseq.g5316.t1,0.044211277,383.0031049,-185.5015524,5.708268365,3.937112057,0.062824822,0.053492003,-0.110822722,0.07741299,0.102526056,0.110371749,0.148414179,0.017975384,0.000588007,0.557579552,1,1,1,0.893345395,0.980654112,0.455237125,1,0.669473811,0.99942793,-0.07573431,0.081180337,Variable,Not Significant,62.66664828,51.9980585,43.31223141,60.82321771,49.41093211,39.92126776,50.62665772,72.42136406,49.31474956,54.62677254,65.41899125,39.18602845,50.88522323,64.79833671,34.03680355,67.71258408,54.82496678,33.30336469,46.92207495,58.82287393,37.43884719,50.91813829,67.24368284,68.32145973,35.71701602,42.02527099,58.71992931,56.2364372,49.58109405,36.05680916,35.26480773,27.60774987,76.19547966,63.3570891,49.25771974,50.76372821,44.72649393,53.72807925,40.13389764,33.00147275,84.66368132,58.24290557,49.47360391,53.26679352,69.06551704,54.43750537,51.27032154,54.59470388,54.08755163,51.5527812,0.895097416,0.944281726,0.944281726,1.054948555
1465,Pocillopora_acuta_HIv2___TS.g4574.t2b,0.101532861,557.4818083,-272.7409042,7.828748936,5.389508615,0.149449256,0.053425204,-0.101328811,0.116029045,0.134517685,0.166776484,0.195344478,1.085414786,0.000471884,0.269068969,1,1,1,0.297489382,0.982669011,0.603957,1,0.669700995,0.99942793,-0.076735233,0.068833154,Stable,Not Significant,252.7212373,178.5593707,164.7747934,150.4574333,103.8637961,275.9003172,138.3795311,153.0193337,108.0227848,197.3252804,295.9430556,216.6756867,255.5825985,310.3018941,351.9714912,253.6695314,296.642231,220.3899134,257.093869,256.9175523,369.0400652,341.8789285,186.1383105,304.7353998,388.8052315,205.7487226,322.9596112,268.7911066,242.0724004,194.3549957,198.6870875,159.0732254,279.7625074,150.7130756,239.2517816,226.1293347,234.3279356,176.5351175,196.0386539,95.81072734,327.659442,164.7182173,260.8608206,325.207792,187.627988,340.6232479,219.0956988,254.4127305,231.1192519,242.5127447,0.903635859,0.953225667,0.953225667,1.054878088
