"","Dispersion","AIC","logLik","meanExp","(Intercept)","TreatmentVariable","OriginSlope","TreatmentVariable:OriginSlope","se_(Intercept)","se_TreatmentVariable","se_OriginSlope","se_TreatmentVariable:OriginSlope","Chisq_Treatment","Chisq_Origin","Chisq_Treatment:Origin","Df_Treatment","Df_Origin","Df_Treatment:Origin","P_Treatment","P_Origin","P_Treatment:Origin"
"Pocillopora_acuta_HIv2___RNAseq.g3995.t1",0.143951884782309,402.396876199513,-195.198438099756,5.21308381204318,3.71153747800652,-0.00818000471020584,-0.128018539550364,0.0666236005802333,0.11845940639342,0.167576813009649,0.168355006262145,0.237848979935772,0.0438106003306335,0.633287710389499,0.0784609592200881,1,1,1,0.834206387088552,0.426151918536473,0.779394006887303
"Pocillopora_acuta_HIv2___RNAseq.8221_t",0.654547560236058,485.668203966912,-236.834101983456,5.33817112965262,4.35563987950064,-0.250245481091977,-0.546896223526533,0.132722286933745,0.235829678345254,0.333968626384752,0.334678318505415,0.473870995548397,0.605227030323212,4.11604029343076,0.0784453956755522,1,1,1,0.436590598354685,0.0424783927551129,0.779415321498708
"Pocillopora_acuta_HIv2___TS.g16637.t1",1.9523220940371,298.188224530155,-143.094112265078,2.26762920099882,2.10514989839753,-0.0205135398349132,-0.265923891930557,-0.234592362182249,0.415745984942695,0.588132685994297,0.590577602094186,0.837629800033639,0.105726502820557,0.834305306257913,0.0784374555956718,1,1,1,0.745062916362827,0.361030551839059,0.779426196488535
"Pocillopora_acuta_HIv2___RNAseq.g29355.t1",2.43211282178149,305.804273316453,-146.902136658227,2.43937487778109,2.87697221767517,0.179874854546187,-2.48549343554508,0.266975501169605,0.455377129061232,0.643400386993598,0.682924940688953,0.95482889419336,0.401153629178771,24.2203157913305,0.078179288805366,1,1,1,0.526494075408592,8.59211556951588e-07,0.779780113999956
"Pocillopora_acuta_HIv2___RNAseq.g30788.t1",0.399115282216596,373.913164699821,-180.956582349911,3.96366714882008,2.82891490337229,0.0439432722569319,0.171493918078978,-0.10872374422391,0.195403785902024,0.275959393772855,0.27493519077155,0.388901726923863,0.00308522732935386,0.363000138550123,0.0781572116656248,1,1,1,0.955704421689362,0.546844738188358,0.779810408490846
"Pocillopora_acuta_HIv2___RNAseq.g9068.t1",1.60653107694073,543.720967239001,-265.860483619501,5.54308508998373,4.48417888434578,0.0847162457781653,0.216396173971499,-0.20522527335331,0.367170635914756,0.519184591791232,0.519075452008234,0.734097985947751,0.00238692834228147,0.09610372158846,0.0781544336867477,1,1,1,0.961033893965976,0.756556391739839,0.779814220790365
"Pocillopora_acuta_HIv2___RNAseq.g24712.t1",0.314489721865757,406.721519114818,-197.360759557409,4.54481141410824,3.40154463425262,-0.102241541793171,-0.127155234837227,0.0955181096237888,0.17024777189702,0.241386779599891,0.241547437231061,0.342068108275072,0.10219840861818,0.216205336578625,0.0779733630230188,1,1,1,0.749207239253962,0.641946598325913,0.78006286695151
"Pocillopora_acuta_HIv2___RNAseq.g9446.t1",0.147005461781376,330.777238308537,-159.388619154268,3.89474634733851,2.58478340708957,0.172718115230953,0.193000132027312,-0.0741161384264128,0.136142635735751,0.189928302182532,0.189648689751,0.265423899830519,1.0318241954593,1.36754518555363,0.0779732283355517,1,1,1,0.309730601421332,0.242234102929826,0.780063052020059
"Pocillopora_acuta_HIv2___RNAseq.g25622.t1",0.325661608399723,339.143955555659,-163.571977777829,3.61827622556031,2.80336038090653,0.175564774331131,-0.51546600332239,-0.102212146266066,0.179412800339943,0.252120417299919,0.260353708308824,0.366274235245151,0.483254356667341,9.59023909314117,0.0778739627414525,1,1,1,0.486951912963489,0.00195614472248961,0.780199495708069
"Pocillopora_acuta_HIv2___RNAseq.g14741.t1",0.0682209570396405,365.832295101364,-176.916147550682,4.97801789982594,3.65713075579936,-0.116171431762041,-0.289834925812879,0.0508663333542705,0.0885189824032487,0.126238425346147,0.128040001887571,0.182338482634834,1.01540307693843,8.43464227306279,0.0778223235388815,1,1,1,0.313611899430016,0.0036813929604558,0.780270512485422
"Pocillopora_acuta_HIv2___TS.g11388.t2",0.225735803451563,515.74572730617,-251.872863653085,6.5341696247221,4.48948765005831,-0.0902707485931975,0.3028763919106,0.078337664351628,0.150339685224761,0.199405642253497,0.214768283972145,0.281029108366857,0.130845452492066,4.47858970122028,0.0777031503146628,1,1,1,0.717557050450164,0.0343220316881839,0.780434502368474
"Pocillopora_acuta_HIv2___RNAseq.g21835.t1",0.154814960349887,436.373014443819,-212.186507221909,5.60005844889234,3.89351953386358,-0.105313355851627,0.200825028358526,0.0670921430314275,0.120826206829665,0.171424966963696,0.169967619798419,0.240874913011939,0.350850045726756,3.78243090519669,0.0775818598607648,1,1,1,0.553632333816869,0.0517933629157619,0.780601544912909
"Pocillopora_acuta_HIv2___RNAseq.g7037.t1",0.0285556711662636,698.34263996627,-343.171319983135,10.4201931220722,7.31971778580066,0.0454805463720471,-0.226949522869462,0.0276641027356087,0.0606478199140433,0.0703424047855703,0.0859616408132272,0.0993480393046181,1.42960469500545,9.24052080748959,0.0775379967686045,1,1,1,0.231828963293036,0.00236717617503167,0.78066198828576
"Pocillopora_acuta_HIv2___RNAseq.g30585.t1",2.66077509081249,303.952679524074,-145.976339762037,2.32214286024576,2.37102225454728,0.315265065883565,-1.33325162513541,0.270880236319596,0.479075717570281,0.67595916252902,0.693373372928218,0.972796038618074,0.841989512353983,6.04401355207815,0.0775373675786042,1,1,1,0.358828388569544,0.0139535269489615,0.780662855444043
"Pocillopora_acuta_HIv2___RNAseq.g6986.t1",0.119100438495256,336.365187246849,-162.182593623424,3.96648128070807,2.81389655527457,-0.0624874264364669,-0.0138802055651796,0.0683767660996199,0.126025057274195,0.173725964811354,0.175445266634991,0.245574367287182,0.0529733401035478,0.0251108526374133,0.0775266550080014,1,1,1,0.817967924780754,0.874091152871814,0.780677620237492
"Pocillopora_acuta_HIv2___RNAseq.g10400.t1",0.231681468406435,421.546528351195,-204.773264175598,5.00041024722409,3.45031817899929,0.0490262638027884,0.269332933781406,-0.0818834289605525,0.148160001237813,0.209227819153326,0.2080345455186,0.29410503837119,0.00266111085418047,2.4116161040475,0.0775152429900309,1,1,1,0.958858609946099,0.1204379725524,0.7806933502661
"Pocillopora_acuta_HIv2___RNAseq.g28640.t1",1.01777340391968,381.263981817144,-184.631990908572,3.53905322423191,2.94936105637187,-0.129719789861192,-0.0532189420143607,-0.166823831620525,0.298627344287796,0.423037914159857,0.422604912068739,0.599485952021435,0.503986216042269,0.206238504329942,0.0774387194287662,1,1,1,0.477753830378638,0.649731737730074,0.780798860599371
"Pocillopora_acuta_HIv2___TS.g9644.t2",2.99405121433144,308.225400389716,-148.112700194858,2.27733065610297,2.11650648732239,0.269960089652358,-0.430879436530712,0.283569925696479,0.509453492916278,0.718826249244874,0.724218608285395,1.01982683334086,0.649198538127075,0.31875056363888,0.0773156602941502,1,1,1,0.420399368869308,0.572359479631983,0.780968651823241
"Pocillopora_acuta_HIv2___RNAseq.g2566.t1c",0.243583737347204,405.479229416942,-196.739614708471,4.74602407257511,3.32060475429204,0.0753706834687214,0.058119771518062,0.0844457338942104,0.15267465038054,0.215407597069852,0.215520450306798,0.303742915433696,0.602081198428465,0.439099374495198,0.0772935250997394,1,1,1,0.437785054559671,0.507557469521279,0.78099920837057
"Pocillopora_acuta_HIv2___TS.g29906.t1",0.752870251146896,416.667518329285,-202.333759164643,4.13893437995529,3.21713507741055,-0.116126940089447,-0.287778884294281,0.149722981315553,0.307943218902898,0.383851293899524,0.430340059184073,0.538544703608967,0.0221456453979901,0.40190389613634,0.0772917987397107,1,1,1,0.881700300373607,0.526107640140639,0.781001591723826
"Pocillopora_acuta_HIv2___RNAseq.g25943.t1",0.186074848375073,346.788711581626,-167.394355790813,4.06444227376688,2.80399151235109,0.068277561417676,0.0486399334138016,0.0789812770735065,0.143365034351599,0.201925594636396,0.202156961142988,0.284153903227949,0.579618081142222,0.389078174177442,0.0772575712969545,1,1,1,0.446462059871323,0.532784350863707,0.781048850874789
"Pocillopora_acuta_HIv2___RNAseq.g7099.t1",0.442282270785825,465.859083090293,-226.929541545146,5.49076320051603,4.29192691945162,-0.126386593289953,-0.550337065156828,-0.109646007051149,0.209275121334213,0.276227203201258,0.289054128580058,0.394570477546387,0.827017401307136,8.27449836549944,0.0772211858355795,1,1,1,0.363136398795159,0.0040205769204697,0.781099102053338
"Pocillopora_acuta_HIv2___RNAseq.g9032.t1",0.862938973973723,338.875034199781,-163.437517099891,3.05988615626869,2.16308349732766,0.0364531724270635,0.458712614931896,-0.156984090155103,0.285468116951036,0.403287788473488,0.399323280048909,0.565111399450293,0.0237054598654185,1.81177976586815,0.0771690483450901,1,1,1,0.877636721369285,0.178294877636725,0.781171130255384
"Pocillopora_acuta_HIv2___RNAseq.g2911.t1",0.117323598487912,450.239076675001,-219.119538337501,6.05998512032281,4.23881677569133,0.110988888979669,-0.105407763005538,-0.0583901920681869,0.115894332985704,0.148101410465169,0.162373532793201,0.210300077903335,0.608590588898466,1.19342610263436,0.0770905138528077,1,1,1,0.435318972341882,0.274639558591994,0.78127967553769
"Pocillopora_acuta_HIv2___RNAseq.g21584.t1",1.65463774747471,304.054982837859,-146.027491418929,2.40441171457596,2.24469111457514,0.00988475923313674,-0.470445226564374,-0.215080795714848,0.383036394267984,0.541614641817108,0.546569366675651,0.774988597347146,0.060346248547908,2.22060758727905,0.0770216190868411,1,1,1,0.805949515224229,0.136179457797816,0.781374946461499
"Pocillopora_acuta_HIv2___RNAseq.g5984.t1",0.758696570954415,400.695113314253,-194.347556657127,4.01059777707621,2.84841582595874,-0.110941675288347,0.460072157599147,0.143915812921558,0.260868479795172,0.36968984161789,0.366502352588067,0.5187619659817,0.0213033115590995,4.20520948694144,0.076962785110182,1,1,1,0.883955697010249,0.0402999963988997,0.781456341187045
"Pocillopora_acuta_HIv2___TS.g14424.t1",5.02903576278563,269.147614377719,-128.573807188859,1.73315508606819,1.38368684593256,0.120390855765468,0.792484196559471,-0.365644568694166,0.66330300809302,0.936788348637742,0.931936781718678,1.3180561806132,0.00952376047505642,0.855868333048257,0.0769574040709491,1,1,1,0.922258059208242,0.354897498086249,0.781463787336617
"Pocillopora_acuta_HIv2___RNAseq.g9085.t1",0.10394742035168,499.404818560322,-243.702409280161,6.85589854798103,4.78773669991664,0.0594724575443606,-0.0887648184538812,0.0541744081568283,0.106340004781547,0.13870157242164,0.147515824522262,0.195501740434482,0.793352772382101,0.314677973808798,0.0767868929342574,1,1,1,0.373088242333751,0.574823680389293,0.781699881799172
"Pocillopora_acuta_HIv2___RNAseq.g30588.t2",0.0504685130996346,599.763147269789,-293.881573634894,8.54379523550829,5.92909919102551,0.0534127535842465,-0.0527023724557882,0.0371609686390693,0.0890598784613534,0.094976947067145,0.126081362264081,0.134111598810408,1.15560515941472,0.102110844048274,0.0767788091111579,1,1,1,0.282378859940248,0.749311094127289,0.78171108189055
"Pocillopora_acuta_HIv2___RNAseq.g24642.t1",0.0719793522016394,376.108911025863,-182.054455512931,5.18577472408962,3.55896733149357,-0.0301788062832801,0.146512628921658,-0.0503854142683588,0.0959995723680673,0.129894306920815,0.132798248095909,0.181974768807266,0.375142806591103,1.55950987814178,0.0766632655910679,1,1,1,0.54021425663126,0.211736997958763,0.781871236225331
"Pocillopora_acuta_HIv2___TS.g14420.t1",0.888583266083353,345.396795901331,-166.698397950665,3.12127210756891,2.43689743060163,-0.243151117641635,0.167334275194564,0.157959068002896,0.285191575357866,0.405800402211462,0.401927528241308,0.570653190199235,0.327493260948209,0.741533758265926,0.076620437286396,1,1,1,0.567138888350964,0.389170003223858,0.78193063334611
"Pocillopora_acuta_HIv2___RNAseq.g20432.t1",0.457239220193569,305.941294316208,-146.970647158104,2.8720837481949,1.90179653282569,0.178946245212126,0.295428044510532,-0.121594948547475,0.224822028348258,0.314724228839871,0.312901625824856,0.439613723841793,0.281693190415526,1.13183285168749,0.0765047821982964,1,1,1,0.595593581345432,0.287384725762827,0.782091120811592
"Pocillopora_acuta_HIv2___RNAseq.g15329.t1",2.880798480231,403.677593783188,-195.838796891594,3.46658369337975,3.34256729721136,-0.0662090085692899,0.0428817281524893,-0.272735390924946,0.492961815722355,0.697297832333076,0.697064462550302,0.986477540830738,0.168518840409364,0.0357791567461583,0.0764378722843642,1,1,1,0.681431529649667,0.849972283038835,0.782184027225339
"Pocillopora_acuta_HIv2___RNAseq.g3526.t1",1.6175212168307,402.166373878362,-195.083186939181,3.6469739079206,2.93728626641558,-0.0178277702175854,0.15564833509688,0.205961013829775,0.373109614594304,0.527732406932287,0.527053391804269,0.744984549740813,0.0527167338059621,0.482475155773549,0.0764320503275985,1,1,1,0.818401635794653,0.487303306730552,0.782192113255854
"Pocillopora_acuta_HIv2___RNAseq.g21744.t1",0.0389642222339922,493.512208606764,-240.756104303382,7.28308520974134,5.04621586294916,0.0753795142915885,-0.0639051599503997,0.0340392642577846,0.0693961281374569,0.0869801269446804,0.0982072971196839,0.123201918562517,2.24662309862358,0.37706526761107,0.0763352947809505,1,1,1,0.133906337208359,0.539178055368367,0.782326544181225
"Pocillopora_acuta_HIv2___TS.g27268.t1a",0.102827649676397,487.127121050302,-237.563560525151,6.91169896584391,4.88027347375566,-0.0191699190100083,-0.12812105556299,0.0531193248942551,0.0959265792519703,0.135705874243322,0.135979206226311,0.192273194814611,0.00575261487365474,1.11585902831023,0.0763251398061657,1,1,1,0.939541623207452,0.290811862708224,0.782340658690063
"Pocillopora_acuta_HIv2___RNAseq.g14192.t1",0.897597261589447,435.912636661061,-211.95631833053,4.36115418620872,3.56718251913641,-0.182439210773724,-0.0650092201342472,-0.153907484449757,0.277763275936295,0.393414935034244,0.393017566058874,0.557134802764868,0.865666496575257,0.258378143108619,0.07631306604826,1,1,1,0.352157805888183,0.611236587878778,0.782357441451396
"Pocillopora_acuta_HIv2___RNAseq.g6116.t1",0.649841860186677,452.643397191768,-220.321698595884,4.86958616931367,3.85238905548122,-0.16307613061607,-0.344249691127932,-0.133894252320126,0.265169208121709,0.336974170108531,0.375653161256724,0.484743140692373,0.894937090196041,2.16387970154923,0.0762957812039971,1,1,1,0.34414290075994,0.141287559351159,0.782381470212756
"Pocillopora_acuta_HIv2___RNAseq.g24945.t1",0.137674207102456,475.657349966469,-231.828674983234,6.26700530256511,4.53259949315321,0.0833457660027905,-0.303335613031738,-0.0617362816699834,0.111215391379875,0.1570543399342,0.158288450590184,0.223635524352802,0.223837477910949,8.93629507243181,0.0762077875127792,1,1,1,0.636131380988917,0.00279559184027475,0.782503841280904
"Pocillopora_acuta_HIv2___RNAseq.g25425.t1",0.133383055732171,474.386681292041,-231.19334064602,6.19560822008859,4.30855948279201,0.0179159017852521,0.0899964538330822,0.060864976067864,0.110617862168081,0.156373541834886,0.156128668632119,0.220578130482564,0.193429118676638,1.19354113113383,0.0761394978271576,1,1,1,0.660077785488295,0.274616430190637,0.78259886279192
"Pocillopora_acuta_HIv2___RNAseq.g2326.t1",0.219347201193477,367.756777180846,-177.878388590423,4.19351860228153,3.02093288717128,0.187892601843413,-0.177356756078889,-0.0826533791695678,0.149472184760776,0.209733011586773,0.213242393704501,0.299606592046086,0.968414741621848,2.14200827764263,0.0761059301801232,1,1,1,0.325075856196556,0.143314170772586,0.782645587220547
"Pocillopora_acuta_HIv2___TS.g969.t1",0.378942546974301,296.492853240923,-142.246426620461,2.90930570511741,1.87363387695148,0.446652578226463,-0.0814657831458201,-0.11605440607979,0.226821352211662,0.295690676700915,0.319125054222964,0.420886628503035,3.49903269053197,0.361293067994143,0.0760314039071485,1,1,1,0.0614046850849768,0.547788974246654,0.782749363591211
"Pocillopora_acuta_HIv2___TS.g24185.t1",0.129088742036275,409.867807782241,-198.93390389112,5.4085356725982,3.62877553004422,0.0262023723940318,0.324069469904182,-0.0620368254032498,0.113884925003005,0.160879830290868,0.159145025802759,0.225067506650438,0.00238569762732762,6.78144034810304,0.0759754938643747,1,1,1,0.961043932855235,0.00921105325535469,0.782827253161659
"Pocillopora_acuta_HIv2___TS.g15985.t1",4.70826584891624,364.938278865113,-176.469139432556,2.86088870858171,3.21092759608133,-0.117520392381535,0.0960353020989477,-0.346472901023257,0.629044371632459,0.889838972551263,0.889426615859495,1.25872064103254,0.213297180583432,0.0149508312625292,0.075766955548578,1,1,1,0.644195291210855,0.902682345700407,0.783118045032233
"Pocillopora_acuta_HIv2___RNAseq.g10094.t1",0.131782591854803,485.570307347177,-236.785153673589,6.30772284937952,4.39032543748858,-0.0849942542211062,0.198037630183127,0.060110945483286,0.109612731263996,0.155311212904174,0.154415900681184,0.218635856219111,0.250041723230505,4.35085183579223,0.0755899995574681,1,1,1,0.617045700378502,0.0369904399946085,0.783365135418836
"Pocillopora_acuta_HIv2___RNAseq.g19557.t1",1.13354224288856,357.892953323483,-172.946476661742,3.174400846437,2.82397966810928,-0.453930649648554,-0.159213981783687,0.174673226857829,0.315291678134069,0.44906537612486,0.446845837366489,0.635651893905624,1.33158103456435,0.0526118876046503,0.075511656255563,1,1,1,0.24852414477701,0.818579164550622,0.783474628502011
"Pocillopora_acuta_HIv2___RNAseq.g9591.t2",0.53820337140336,387.41721790765,-187.708608953825,4.02341319602584,2.69827484312228,0.217677450216134,0.258681561552225,0.122230421838531,0.254056575790672,0.318047439463607,0.329077111746486,0.445060917162997,1.57466440296158,1.81265948044561,0.0754257615911635,1,1,1,0.209530920277156,0.178189529232998,0.783594745643763
"Pocillopora_acuta_HIv2___RNAseq.g3681.t1",0.217756534747254,457.953317074072,-222.976658537036,5.57743059669627,3.93202986023533,0.0830384828937892,0.0828505306325341,-0.0770414634214216,0.140641482439547,0.19856981795635,0.198570358680165,0.280573371994488,0.100394851539434,0.0995466981242085,0.0753973608053661,1,1,1,0.751356310346253,0.752374293566007,0.78363447815783
"Pocillopora_acuta_HIv2___RNAseq.g1639.t1",0.809080818349486,432.530740130146,-210.265370065073,4.38756901658795,3.63758615972639,-0.0795631077177711,-0.507541519436467,0.145637305173437,0.263848848902701,0.373382436014572,0.375076476950084,0.530390200523149,0.000776117600299992,2.6869994500567,0.0753970381521566,1,1,1,0.977774698905787,0.101170165304837,0.783634929593794
"Pocillopora_acuta_HIv2___TS.g3200.t1",0.439941583302372,504.168367682769,-246.084183841384,6.07395593280676,4.62752266725223,0.24831058751983,-0.728922682156218,-0.106787564559487,0.193589541484986,0.273450121212861,0.275369266689866,0.38891520465531,1.01107813168316,16.1912519620377,0.0753930858439553,1,1,1,0.3146446905259,5.72579234981375e-05,0.783640459497748
"Pocillopora_acuta_HIv2___RNAseq.g1806.t2",0.0426429662909202,547.778650467611,-267.889325233805,7.9540820124068,5.53581644170988,0.0857022465449453,-0.0958336298260602,-0.0343855222973462,0.0857159794078216,0.0883531563972558,0.121280104302746,0.125235827095049,1.19848970423038,1.18528590774683,0.0753865856770358,1,1,1,0.273623746819782,0.276282511056338,0.783649554597815
"Pocillopora_acuta_HIv2___RNAseq.g23168.t1",0.619016004453337,397.506873266058,-192.753436633029,4.02343944037996,2.90587594779245,0.0264282994279896,0.193183525648611,0.12939848952218,0.236945145674188,0.334913415608572,0.333894246675467,0.471497010928149,0.151368540525566,1.19838914063849,0.0753183029241723,1,1,1,0.697230947654976,0.27364387502194,0.78374512201558
"Pocillopora_acuta_HIv2___RNAseq.19893_t",0.291603461465523,460.195083378172,-224.097541689086,5.80010640856208,4.51542781048862,-0.194611906859638,-0.601739525638348,-0.0880909022953998,0.158782152492696,0.22498752014483,0.226220864495403,0.321078431183898,2.19604946433075,16.1663023121917,0.0752731086740449,1,1,1,0.138364942773298,5.8017074297362e-05,0.783808400766338
"Pocillopora_acuta_HIv2___RNAseq.g2834.t1",0.126504442629955,454.541503896606,-221.270751948303,6.03508184773751,4.35960244880612,0.109896930949153,-0.364320495836092,-0.0599398319320504,0.116935657344794,0.152830858182892,0.168841369749084,0.218526413382467,0.545626429125417,9.5943640222905,0.075235561414475,1,1,1,0.460110259997065,0.00195175513787072,0.783860988115806
"Pocillopora_acuta_HIv2___RNAseq.g25671.t2",0.386859176755598,434.931820780798,-211.465910390399,5.01808822875189,3.34599497727943,-0.122648572669442,0.5497560230983,0.10243099589609,0.210945991506656,0.26740402349661,0.281548356808464,0.373538684760477,0.141144024880173,8.15798600795084,0.0751954598991965,1,1,1,0.707146335246482,0.00428719537477993,0.783917168448702
"Pocillopora_acuta_HIv2___RNAseq.g11698.t1",0.598706734941199,381.14420607012,-184.57210303506,3.79496183841207,2.77907804199026,0.0937801461407832,0.0355818955899781,0.128114184353224,0.23466336581974,0.331165395594957,0.331591653074847,0.467385321792632,0.457694075106725,0.183360105642023,0.0751353464660833,1,1,1,0.498703626585904,0.668501380258174,0.784001414712738
"Pocillopora_acuta_HIv2___RNAseq.g8288.t1",6.54395740736267,259.100823911083,-123.550411955541,1.57902340067217,1.54267497492622,-0.589570195684841,0.603499943081529,0.411381386748549,0.750431089457219,1.06799074195228,1.0574589407511,1.50088044538108,0.258169041979694,1.15850800914631,0.0751271782198206,1,1,1,0.611380846924236,0.281775181221468,0.784012864937177
"Pocillopora_acuta_HIv2___RNAseq.g11685.t1",1.79774300518479,376.149136228555,-182.074568114277,3.25355804663783,2.75816224259586,0.170806828501851,-0.194816549593736,0.215753939844598,0.39382098739318,0.556202160038961,0.557966230210555,0.787251930940116,0.500597334802402,0.048221666474537,0.0751086577739955,1,1,1,0.479237775995625,0.826187113480416,0.784038829324777
"Pocillopora_acuta_HIv2___RNAseq.g4222.t1",0.092276377175519,364.894187721926,-176.447093860963,4.67495774547785,3.16009667496831,0.11061463785791,0.0945430577090402,-0.0573924163596908,0.119333202920183,0.149025584651603,0.167973697249906,0.209478518363602,0.606425118385925,0.252348542139961,0.075063711299024,1,1,1,0.436137000024893,0.615426230074232,0.784101855496989
"Pocillopora_acuta_HIv2___RNAseq.g29283.t1",0.0560511723980433,426.198878644283,-207.099439322142,6.15106128707993,4.28473533650877,0.0730412977630668,-0.0988756653143619,0.0417800269871791,0.0762825385692922,0.107504286741606,0.108431387283963,0.15263143600189,1.50975792537135,1.03909415268403,0.0749289163848885,1,1,1,0.219176028527277,0.308032241633751,0.784290993333428
"Pocillopora_acuta_HIv2___RNAseq.g5696.t1",0.0439919559455435,402.361816895043,-195.180908447521,5.80588012177837,3.97647487361334,-0.0363966139695638,0.159274984497509,-0.0393649627644944,0.0805880549787294,0.102617930704865,0.112763711251366,0.143810427022442,0.616771869340504,2.55735092044279,0.0749271024814057,1,1,1,0.432249415139783,0.109782401476573,0.784293539763371
"Pocillopora_acuta_HIv2___RNAseq.g28426.t1",0.236355068624193,368.604391847692,-178.302195923846,4.17257258748614,3.11397816503905,-0.121898387066634,-0.0694557273155751,-0.0845207213064328,0.152964905638503,0.21743154515552,0.216939630122107,0.309055634764261,1.12280271507841,0.517031433796703,0.0747916401297365,1,1,1,0.28931575635936,0.472110742188276,0.784483800918756
"Pocillopora_acuta_HIv2___RNAseq.g16016.t1",2.60734964502441,315.074605565366,-151.537302782683,2.40596029834779,2.27191108580923,0.0584107621564182,-0.174404534330265,-0.260361043515855,0.475258705893566,0.671754669718103,0.673333621871308,0.953183465304337,0.0221333694524738,0.407742866476437,0.0746103378880931,1,1,1,0.881732852061458,0.523117366032733,0.784738735666557
"Pocillopora_acuta_HIv2___RNAseq.g27031.t1",0.064904667147382,437.797334662876,-212.898667331438,6.28584475902375,4.51085950651685,-0.0222231367847115,-0.221542269947239,-0.0439166657198331,0.079526455782399,0.11255887345279,0.113472509941724,0.160781724409677,0.296242526279283,9.16839349351563,0.0746079926189717,1,1,1,0.586247664936413,0.00246230622876966,0.784742035602324
"Pocillopora_acuta_HIv2___RNAseq.g170.t1",0.374823162655943,424.007635529545,-206.003817764773,4.88847146000434,3.13231889007312,0.119749902200078,0.71960019128578,-0.100467972650582,0.186735120771288,0.26330574807319,0.260528709940483,0.367840573242081,0.137873466887081,13.2391608116244,0.0745995170543031,1,1,1,0.710404293124685,0.000274160623588176,0.784753961700091
"Pocillopora_acuta_HIv2___RNAseq.g12573.t1",15.8390539695601,343.128877731614,-165.564438865807,2.25446132975761,3.37587957367785,0.550826768660849,0.315081046639901,-0.628058116595817,1.15011685078382,1.62613156653423,1.62628987658878,2.29969429696354,0.0424098336749421,7.37924574733179e-07,0.0745863661121017,1,1,1,0.836840529449904,0.999314597009608,0.78477246803498
"Pocillopora_acuta_HIv2___RNAseq.g1982.t1",0.912543239221523,353.042574686937,-170.521287343468,3.18164419782937,2.57926941123629,0.0141178815496118,-0.0593911806062154,-0.157154248579152,0.286992134198565,0.405759247819192,0.406344457698036,0.575477763699643,0.0494897957715094,0.229169877931835,0.0745753256198444,1,1,1,0.82395345688167,0.632140035734856,0.784788005845693
"Pocillopora_acuta_HIv2___RNAseq.g15917.t1",0.100958740652161,396.777335747678,-192.388667873839,5.24674601143456,3.83586164446258,0.0794891510582682,-0.377968919123863,-0.0561417870612945,0.10105337972839,0.14242940780821,0.145772692571414,0.205672940260451,0.261719573774793,15.6003130562435,0.0745106156628877,1,1,1,0.608941238330292,7.82416337977401e-05,0.784879100111333
"Pocillopora_acuta_HIv2___RNAseq.g2285.t1",0.402224998827648,393.349166597951,-190.674583298976,4.19367696424858,3.12135486993726,-0.116807397969474,0.117731995547069,-0.105417832786174,0.192855941636502,0.273572948446323,0.271990042267252,0.386297047791755,0.771742153961075,0.114907104198387,0.0744706919145189,1,1,1,0.379678642081084,0.734625170395593,0.784935323244836
"Pocillopora_acuta_HIv2___RNAseq.g26507.t1",0.607904357015999,406.459860767078,-197.229930383539,4.21932390907475,3.40466363009618,-0.0900989090678999,-0.328888648868649,-0.127053012391649,0.231142478853755,0.327283580242412,0.328529530493598,0.465893709533784,0.430322200597669,2.83280566905358,0.0743697359755737,1,1,1,0.511830891672032,0.0923568810907519,0.785077568033103
"Pocillopora_acuta_HIv2___TS.g22857.t2",3.61357484572623,302.359666976244,-145.179833488122,2.15084912934432,2.21101789946856,-0.0172715865086189,-0.303019772732874,0.304180550525035,0.557015779978051,0.787842049125374,0.789789223128838,1.11562309609305,0.058076155712246,0.0728652214661645,0.0743409128980986,1,1,1,0.809562906218086,0.787209808106384,0.785118198173877
"Pocillopora_acuta_HIv2___RNAseq.g29113.t1",0.731632036338776,408.447928753783,-198.223964376891,4.09758807833999,3.01277373941022,0.216464872617872,-0.0322607774299712,0.138569297097229,0.255079263250595,0.35962996904627,0.360922195501047,0.508397776804682,1.2641060581493,0.0218528889298064,0.0742893814759515,1,1,1,0.260875298462623,0.882479121667235,0.78519085998197
"Pocillopora_acuta_HIv2___TS.g6400.t1",0.175512226384034,454.69126066257,-221.345630331285,5.7646886764952,4.22073244507199,0.0956439396116159,-0.32869958415374,-0.0690092523830932,0.125896775994335,0.177731074348628,0.179377614818593,0.253369863092364,0.237165574374717,8.22346527165955,0.0741830579024427,1,1,1,0.626260823373526,0.0041352161624702,0.785340866988774
"Pocillopora_acuta_HIv2___TS.g28926.t1",0.0893565033219249,335.91610742993,-161.958053714965,4.22168388564548,3.03254628541716,0.0355066481843578,-0.218510800913888,0.0591787686317521,0.107062699935738,0.150946188760041,0.15461454131844,0.217301188970698,0.34806935669455,3.01203682700855,0.0741664758802991,1,1,1,0.555208060261557,0.0826483772783295,0.785364272202769
"Pocillopora_acuta_HIv2___RNAseq.11847_t",0.391809654921288,394.012325015386,-191.006162507693,4.25936908157027,3.26488434613902,0.0189205486067652,-0.346550709452151,0.103789988054001,0.189299416181286,0.26759833565357,0.27016112125826,0.381306361137319,0.134984504675135,2.38527618304497,0.0740905507381174,1,1,1,0.713318900778804,0.122483244108276,0.785471475032072
